id_compra,Fecha,Proveedor,Almacen,Producto,Cantidad,Precio_Compra,Monto
568,2024-07-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,243,2430
569,2024-07-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,100,1000
570,2024-07-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,52,520
571,2024-07-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,97,485
572,2024-07-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,86,860
573,2024-07-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,243,2430
574,2024-07-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,100,1000
575,2024-07-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,52,520
576,2024-07-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,97,485
577,2024-07-01,Prov Repuestos,SURCO,"LLANTAS 18""",21,52,1092
578,2024-07-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,27,243,6561
579,2024-07-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,16000,32000
580,2024-07-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,17500,35000
581,2024-07-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,16500,16500
582,2024-07-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,4,19500,78000
583,2024-07-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,20000,80000
584,2024-07-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,15500,77500
585,2024-07-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,8,86,688
586,2024-07-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,9,243,2187
587,2024-07-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,100,1000
588,2024-07-15,Prov Repuestos,SURCO,"LLANTAS 18""",3,52,156
589,2024-07-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,97,485
590,2024-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,17500,35000
591,2024-07-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,16500,33000
592,2024-07-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,86,860
593,2024-07-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,100,1000
594,2024-07-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,52,520
595,2024-07-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,97,485
596,2024-07-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,26,86,2236
597,2024-07-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",16,52,832
598,2024-08-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,97,970
599,2024-08-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,228,2280
600,2024-08-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,77,770
601,2024-08-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600
602,2024-08-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,82,410
603,2024-08-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,97,970
604,2024-08-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,228,2280
605,2024-08-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,77,770
606,2024-08-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600
607,2024-08-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,82,410
608,2024-08-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,26,77,2002
609,2024-08-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,31,82,2542
610,2024-08-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,3,14000,42000
611,2024-08-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,20500,20500
612,2024-08-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,17000,85000
613,2024-08-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,15500,77500
614,2024-08-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,97,970
615,2024-08-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,228,2280
616,2024-08-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,3,77,231
617,2024-08-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,60,600
618,2024-08-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,2,82,164
619,2024-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,16000,48000
620,2024-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,2,17500,35000
621,2024-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,1,14000,14000
622,2024-08-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,20500,20500
623,2024-08-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,97,970
624,2024-08-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,228,2280
625,2024-08-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,77,770
626,2024-08-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,60,600
627,2024-08-15,Prov Repuestos,SURCO,"LLANTAS 18""",30,60,1800
628,2024-08-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,12,82,984
629,2024-09-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,90,900
630,2024-09-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,204,2040
631,2024-09-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020
632,2024-09-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620
633,2024-09-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,92,460
634,2024-09-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,90,900
635,2024-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,204,2040
636,2024-09-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020
637,2024-09-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620
638,2024-09-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,30,92,2760
639,2024-09-01,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,22,100,2200
640,2024-09-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,5,16000,80000
641,2024-09-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,16000,16000
642,2024-09-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,19000,19000
643,2024-09-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,17500,87500
644,2024-09-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,17000,68000
645,2024-09-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,2,17000,34000
646,2024-09-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,90,900
647,2024-09-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,9,204,1836
648,2024-09-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,102,1020
649,2024-09-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620
650,2024-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,2,16000,32000
651,2024-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,16000,48000
652,2024-09-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,19000,38000
653,2024-09-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,90,900
654,2024-09-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,204,2040
655,2024-09-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,102,1020
656,2024-09-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620
657,2024-09-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,18,100,1800
658,2024-09-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,14,100,1400
659,2024-10-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080
660,2024-10-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,216,2160
661,2024-10-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,101,1010
662,2024-10-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,78,780
663,2024-10-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,87,435
664,2024-10-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080
665,2024-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,216,2160
666,2024-10-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,101,1010
667,2024-10-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,78,780
668,2024-10-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,87,435
669,2024-10-01,Prov Repuestos,SURCO,"LLANTAS 18""",16,78,1248
670,2024-10-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,108,108
671,2024-10-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,20000,20000
672,2024-10-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,4,17000,68000
673,2024-10-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,3,19500,58500
674,2024-10-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,16500,16500
675,2024-10-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,4,14500,58000
676,2024-10-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,15000,75000
677,2024-10-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,15500,77500
678,2024-10-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080
679,2024-10-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,216,2160
680,2024-10-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,101,1010
681,2024-10-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,87,435
682,2024-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,20000,60000
683,2024-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,3,19500,58500
684,2024-10-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,16500,16500
685,2024-10-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,108,1080
686,2024-10-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,216,2160
687,2024-10-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,101,1010
688,2024-10-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,78,780
689,2024-10-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,87,435
690,2024-10-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,15,101,1515
691,2024-10-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,108,108
692,2024-11-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,96,960
693,2024-11-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,215,2150
694,2024-11-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,71,710
695,2024-11-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620
696,2024-11-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,101,505
697,2024-11-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,96,960
698,2024-11-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,215,2150
699,2024-11-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,71,710
700,2024-11-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620
701,2024-11-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,101,505
702,2024-11-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,17,215,3655
703,2024-11-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,1,71,71
704,2024-11-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,4,20000,80000
705,2024-11-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,20000,20000
706,2024-11-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,1,17000,17000
707,2024-11-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,2,16500,33000
708,2024-11-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,14500,43500
709,2024-11-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,15000,60000
710,2024-11-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,15500,77500
711,2024-11-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,96,960
712,2024-11-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,71,710
713,2024-11-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,62,620
714,2024-11-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,101,505
715,2024-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,20000,20000
716,2024-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,4,20000,80000
717,2024-11-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,4,16500,66000
718,2024-11-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,96,960
719,2024-11-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,215,2150
720,2024-11-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,71,710
721,2024-11-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,62,620
722,2024-11-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,101,505
723,2024-11-15,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,12,85,1020
724,2024-11-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,6,71,426
725,2024-12-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,83,830
726,2024-12-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170
727,2024-12-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,104,1040
728,2024-12-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,52,520
729,2024-12-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,84,420
730,2024-12-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,83,830
731,2024-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,217,2170
732,2024-12-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,104,1040
733,2024-12-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,52,520
734,2024-12-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,84,420
735,2024-12-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,9,83,747
736,2024-12-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,6,84,504
737,2024-12-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,1,15500,15500
738,2024-12-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000
739,2024-12-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,2,17500,35000
740,2024-12-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,17500,52500
741,2024-12-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,3,16500,49500
742,2024-12-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,18000,54000
743,2024-12-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,5,17000,85000
744,2024-12-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,83,830
745,2024-12-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,217,2170
746,2024-12-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,104,1040
747,2024-12-15,Prov Repuestos,SURCO,"LLANTAS 18""",8,52,416
748,2024-12-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,84,420
749,2024-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,3,15500,46500
750,2024-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,20000,20000
751,2024-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,17500,35000
752,2024-12-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,1,17500,17500
753,2024-12-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,83,830
754,2024-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,217,2170
755,2024-12-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,104,1040
756,2024-12-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,52,520
757,2024-12-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,1,84,84
758,2024-12-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,83,1411
759,2024-12-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,83,830
760,2025-01-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,103,1030
761,2025-01-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,237,2370
762,2025-01-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810
763,2025-01-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,39,390
764,2025-01-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,89,445
765,2025-01-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,103,1030
766,2025-01-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,237,2370
767,2025-01-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810
768,2025-01-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,39,390
769,2025-01-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,89,445
770,2025-01-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,17,89,1513
771,2025-01-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,103,1030
772,2025-01-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,3,15500,46500
773,2025-01-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,2,20000,40000
774,2025-01-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,2,17500,35000
775,2025-01-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,5,13000,65000
776,2025-01-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,4,18000,72000
777,2025-01-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,17000,68000
778,2025-01-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,103,1030
779,2025-01-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,8,237,1896
780,2025-01-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810
781,2025-01-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,39,390
782,2025-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,1,15500,15500
783,2025-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,4,20000,80000
784,2025-01-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,3,17500,52500
785,2025-01-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,103,721
786,2025-01-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,237,2370
787,2025-01-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810
788,2025-01-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,39,390
789,2025-01-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,89,445
790,2025-01-15,Prov Repuestos,SURCO,"LLANTAS 18""",13,39,507
791,2025-01-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",13,39,507
792,2025-02-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,80,800
793,2025-02-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,223,2230
794,2025-02-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850
795,2025-02-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650
796,2025-02-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425
797,2025-02-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,80,800
798,2025-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,223,2230
799,2025-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,85,850
800,2025-02-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650
801,2025-02-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425
802,2025-02-01,Prov Repuestos,SURCO,FILTRO DE COMBUSTIBLE,19,103,1957
803,2025-02-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,13,223,2899
804,2025-02-15,Prov Vehículos,SURCO,AUTO HONDA ACCORD 2014,2,18000,36000
805,2025-02-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,3,18000,54000
806,2025-02-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,2,18500,37000
807,2025-02-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,1,15000,15000
808,2025-02-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,4,13000,52000
809,2025-02-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,5,18000,90000
810,2025-02-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,2,16500,33000
811,2025-02-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,80,800
812,2025-02-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,223,2230
813,2025-02-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,85,850
814,2025-02-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,65,650
815,2025-02-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425
816,2025-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ACCORD 2014,4,18000,72000
817,2025-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,1,18000,18000
818,2025-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,2,18500,37000
819,2025-02-15,Prov Vehículos,LA MOLINA,AUTO HONDA CRV 2014,2,15000,30000
820,2025-02-15,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,80,800
821,2025-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,223,2230
822,2025-02-15,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,85,850
823,2025-02-15,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,65,650
824,2025-02-15,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425
825,2025-02-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,10,85,850
826,2025-02-15,Prov Repuestos,LA MOLINA,FILTRO DE COMBUSTIBLE,17,103,1751
827,2025-03-01,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,103,1030
828,2025-03-01,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,197,1970
829,2025-03-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810
830,2025-03-01,Prov Repuestos,SURCO,"LLANTAS 18""",10,51,510
831,2025-03-01,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425
832,2025-03-01,Prov Repuestos,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,103,1030
833,2025-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES DELANTEROS,10,197,1970
834,2025-03-01,Prov Repuestos,LA MOLINA,AMORTIGUADORES POSTERIORES,10,81,810
835,2025-03-01,Prov Repuestos,LA MOLINA,"LLANTAS 18""",10,51,510
836,2025-03-01,Prov Repuestos,LA MOLINA,BATERÍA DE 18 PLACAS,5,85,425
837,2025-03-01,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,10,81,810
838,2025-03-15,Prov Vehículos,SURCO,AUTO HONDA CIVIC 2014,1,18000,18000
839,2025-03-15,Prov Vehículos,SURCO,AUTO HONDA ODISSEY 2013,5,18500,92500
840,2025-03-15,Prov Vehículos,SURCO,AUTO HONDA CRV 2014,3,12000,36000
841,2025-03-15,Prov Vehículos,SURCO,AUTO HONDA PILOT 2013,4,19000,76000
842,2025-03-15,Prov Vehículos,SURCO,AUTO HONDA FIT 2016,3,18500,55500
843,2025-03-15,Prov Vehículos,SURCO,AUTO HONDA CITY 2016,4,16000,64000
844,2025-03-15,Prov Repuestos,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,103,1030
845,2025-03-15,Prov Repuestos,SURCO,AMORTIGUADORES DELANTEROS,10,197,1970
846,2025-03-15,Prov Repuestos,SURCO,AMORTIGUADORES POSTERIORES,8,81,648
847,2025-03-15,Prov Repuestos,SURCO,"LLANTAS 18""",10,51,510
848,2025-03-15,Prov Repuestos,SURCO,BATERÍA DE 18 PLACAS,5,85,425
849,2025-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA CIVIC 2014,3,18000,54000
850,2025-03-15,Prov Vehículos,LA MOLINA,AUTO HONDA ODISSEY 2013,4,18500,74000
