Fecha,Tipo,Almacen,ID_Producto,Producto,Cantidad_Stock
2024-08-15,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,2
2024-08-15,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,0
2024-08-15,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,8
2024-08-15,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1
2024-08-15,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,1
2024-08-15,Control Stock diario,SURCO,42,"LLANTAS 18""",0
2024-08-15,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,6
2024-08-15,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,0
2024-08-15,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2024-08-15,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,9
2024-08-15,Control Stock diario,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-15,Control Stock diario,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,2
2024-08-15,Control Stock diario,LA MOLINA,1,AUTO HONDA ACCORD 2014,1
2024-08-15,Control Stock diario,LA MOLINA,7,AUTO HONDA CITY 2016,0
2024-08-15,Control Stock diario,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1
2024-08-15,Control Stock diario,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,0
2024-08-15,Control Stock diario,SURCO,40,AMORTIGUADORES DELANTEROS,0
2024-08-15,Control Stock diario,LA MOLINA,5,AUTO HONDA PILOT 2013,0
2024-08-15,Control Stock diario,LA MOLINA,39,FILTRO DE COMBUSTIBLE,1
2024-08-17,Salida,LA MOLINA,42,"LLANTAS 18""",-18
2024-08-17,Salida,SURCO,43,BATERÍA DE 18 PLACAS,-15
2024-08-16,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-16,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,8
2024-08-16,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,1
2024-08-16,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",69
2024-08-16,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,19
2024-08-16,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,104
2024-08-16,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,3
2024-08-16,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,7
2024-08-16,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,6
2024-08-16,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,7
2024-08-16,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,4
2024-08-16,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,5
2024-08-16,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,3
2024-08-16,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,3
2024-08-16,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,2
2024-08-16,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,0
2024-08-16,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,8
2024-08-16,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1
2024-08-16,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,1
2024-08-16,Control Stock diario,SURCO,42,"LLANTAS 18""",0
2024-08-16,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,6
2024-08-16,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,0
2024-08-16,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2024-08-16,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,9
2024-08-16,Control Stock diario,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-16,Control Stock diario,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,2
2024-08-16,Control Stock diario,LA MOLINA,1,AUTO HONDA ACCORD 2014,1
2024-08-16,Control Stock diario,LA MOLINA,7,AUTO HONDA CITY 2016,0
2024-08-16,Control Stock diario,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1
2024-08-16,Control Stock diario,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,0
2024-08-16,Control Stock diario,SURCO,40,AMORTIGUADORES DELANTEROS,0
2024-08-16,Control Stock diario,LA MOLINA,5,AUTO HONDA PILOT 2013,0
2024-08-16,Control Stock diario,LA MOLINA,39,FILTRO DE COMBUSTIBLE,1
2024-08-18,Salida,SURCO,6,AUTO HONDA FIT 2016,-1
2024-08-18,Salida,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,-1
2024-08-18,Salida,SURCO,39,FILTRO DE COMBUSTIBLE,-1
2024-08-18,Salida,LA MOLINA,42,"LLANTAS 18""",-13
2024-08-17,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-17,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,7
2024-08-17,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,1
2024-08-17,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",56
2024-08-17,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,19
2024-08-17,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,104
2024-08-17,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,3
2024-08-17,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,7
2024-08-17,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,6
2024-08-17,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,7
2024-08-17,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,3
2024-08-17,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,5
2024-08-17,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,3
2024-08-17,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,3
2024-08-17,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,2
2024-08-17,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,0
2024-08-17,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,8
2024-08-17,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1
2024-08-17,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,1
2024-08-17,Control Stock diario,SURCO,42,"LLANTAS 18""",0
2024-08-17,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,5
2024-08-17,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,0
2024-08-17,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2024-08-17,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,9
2024-08-17,Control Stock diario,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-17,Control Stock diario,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,2
2024-08-17,Control Stock diario,LA MOLINA,1,AUTO HONDA ACCORD 2014,1
2024-08-17,Control Stock diario,LA MOLINA,7,AUTO HONDA CITY 2016,0
2024-08-17,Control Stock diario,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1
2024-08-17,Control Stock diario,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,0
2024-08-17,Control Stock diario,SURCO,40,AMORTIGUADORES DELANTEROS,0
2024-08-17,Control Stock diario,LA MOLINA,5,AUTO HONDA PILOT 2013,0
2024-08-17,Control Stock diario,LA MOLINA,39,FILTRO DE COMBUSTIBLE,1
2024-08-18,Entrada,SURCO,39,FILTRO DE COMBUSTIBLE,1
2024-08-18,Entrada,SURCO,40,AMORTIGUADORES DELANTEROS,32
2024-08-18,Entrada,SURCO,42,"LLANTAS 18""",48
2024-08-18,Entrada,SURCO,43,BATERÍA DE 18 PLACAS,13
2024-08-19,Salida,SURCO,6,AUTO HONDA FIT 2016,-1
2024-08-19,Salida,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,-1
2024-08-19,Salida,LA MOLINA,40,AMORTIGUADORES DELANTEROS,-2
2024-08-18,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-18,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,8
2024-08-18,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,1
2024-08-18,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",56
2024-08-18,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,32
2024-08-18,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,102
2024-08-18,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,3
2024-08-18,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,7
2024-08-18,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,6
2024-08-18,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,7
2024-08-18,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,2
2024-08-18,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,5
2024-08-18,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,3
2024-08-18,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,2
2024-08-18,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,2
2024-08-18,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,0
2024-08-18,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,8
2024-08-18,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1
2024-08-18,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,1
2024-08-18,Control Stock diario,SURCO,42,"LLANTAS 18""",48
2024-08-18,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,5
2024-08-18,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,0
2024-08-18,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2024-08-18,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,9
2024-08-18,Control Stock diario,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-18,Control Stock diario,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,2
2024-08-18,Control Stock diario,LA MOLINA,1,AUTO HONDA ACCORD 2014,1
2024-08-18,Control Stock diario,LA MOLINA,7,AUTO HONDA CITY 2016,0
2024-08-18,Control Stock diario,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1
2024-08-18,Control Stock diario,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,0
2024-08-18,Control Stock diario,SURCO,40,AMORTIGUADORES DELANTEROS,32
2024-08-18,Control Stock diario,LA MOLINA,5,AUTO HONDA PILOT 2013,0
2024-08-18,Control Stock diario,LA MOLINA,39,FILTRO DE COMBUSTIBLE,1
2024-08-20,Salida,LA MOLINA,1,AUTO HONDA ACCORD 2014,-1
2024-08-20,Salida,SURCO,3,AUTO HONDA ODISSEY 2013,-1
2024-08-20,Salida,SURCO,4,AUTO HONDA CRV 2014,-1
2024-08-20,Salida,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,-1
2024-08-20,Salida,SURCO,43,BATERÍA DE 18 PLACAS,-8
2024-08-19,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-19,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,8
2024-08-19,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,1
2024-08-19,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",56
2024-08-19,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,24
2024-08-19,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,102
2024-08-19,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,3
2024-08-19,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,7
2024-08-19,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,5
2024-08-19,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,7
2024-08-19,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,2
2024-08-19,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,5
2024-08-19,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,3
2024-08-19,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,2
2024-08-19,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,2
2024-08-19,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,0
2024-08-19,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,7
2024-08-19,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1
2024-08-19,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,1
2024-08-19,Control Stock diario,SURCO,42,"LLANTAS 18""",48
2024-08-19,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,5
2024-08-19,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,0
2024-08-19,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2024-08-19,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,9
2024-08-19,Control Stock diario,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-19,Control Stock diario,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,1
2024-08-19,Control Stock diario,LA MOLINA,1,AUTO HONDA ACCORD 2014,0
2024-08-19,Control Stock diario,LA MOLINA,7,AUTO HONDA CITY 2016,0
2024-08-19,Control Stock diario,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1
2024-08-19,Control Stock diario,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,0
2024-08-19,Control Stock diario,SURCO,40,AMORTIGUADORES DELANTEROS,32
2024-08-19,Control Stock diario,LA MOLINA,5,AUTO HONDA PILOT 2013,0
2024-08-19,Control Stock diario,LA MOLINA,39,FILTRO DE COMBUSTIBLE,1
2024-08-21,Salida,LA MOLINA,40,AMORTIGUADORES DELANTEROS,-7
2024-08-20,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-20,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,8
2024-08-20,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,1
2024-08-20,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",56
2024-08-20,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,24
2024-08-20,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,95
2024-08-20,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,3
2024-08-20,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,7
2024-08-20,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,5
2024-08-20,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,7
2024-08-20,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,2
2024-08-20,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,5
2024-08-20,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,3
2024-08-20,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,2
2024-08-20,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,2
2024-08-20,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,0
2024-08-20,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,7
2024-08-20,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1
2024-08-20,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,1
2024-08-20,Control Stock diario,SURCO,42,"LLANTAS 18""",48
2024-08-20,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,5
2024-08-20,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,0
2024-08-20,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2024-08-20,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,9
2024-08-20,Control Stock diario,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-20,Control Stock diario,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,1
2024-08-20,Control Stock diario,LA MOLINA,1,AUTO HONDA ACCORD 2014,0
2024-08-20,Control Stock diario,LA MOLINA,7,AUTO HONDA CITY 2016,0
2024-08-20,Control Stock diario,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1
2024-08-20,Control Stock diario,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,0
2024-08-20,Control Stock diario,SURCO,40,AMORTIGUADORES DELANTEROS,32
2024-08-20,Control Stock diario,LA MOLINA,5,AUTO HONDA PILOT 2013,0
2024-08-20,Control Stock diario,LA MOLINA,39,FILTRO DE COMBUSTIBLE,1
2024-08-22,Salida,SURCO,39,FILTRO DE COMBUSTIBLE,-4
2024-08-21,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-21,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,4
2024-08-21,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,1
2024-08-21,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",56
2024-08-21,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,24
2024-08-21,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,95
2024-08-21,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,3
2024-08-21,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,7
2024-08-21,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,5
2024-08-21,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,7
2024-08-21,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,2
2024-08-21,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,5
2024-08-21,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,3
2024-08-21,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,2
2024-08-21,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,2
2024-08-21,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,0
2024-08-21,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,7
2024-08-21,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1
2024-08-21,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,1
2024-08-21,Control Stock diario,SURCO,42,"LLANTAS 18""",48
2024-08-21,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,5
2024-08-21,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,0
2024-08-21,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2024-08-21,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,9
2024-08-21,Control Stock diario,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-21,Control Stock diario,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,1
2024-08-21,Control Stock diario,LA MOLINA,1,AUTO HONDA ACCORD 2014,0
2024-08-21,Control Stock diario,LA MOLINA,7,AUTO HONDA CITY 2016,0
2024-08-21,Control Stock diario,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1
2024-08-21,Control Stock diario,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,0
2024-08-21,Control Stock diario,SURCO,40,AMORTIGUADORES DELANTEROS,32
2024-08-21,Control Stock diario,LA MOLINA,5,AUTO HONDA PILOT 2013,0
2024-08-21,Control Stock diario,LA MOLINA,39,FILTRO DE COMBUSTIBLE,1
2024-08-23,Salida,LA MOLINA,4,AUTO HONDA CRV 2014,-1
2024-08-23,Salida,LA MOLINA,42,"LLANTAS 18""",-1
2024-08-23,Salida,LA MOLINA,43,BATERÍA DE 18 PLACAS,-1
2024-08-22,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-22,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,4
2024-08-22,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,1
2024-08-22,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",55
2024-08-22,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,24
2024-08-22,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,95
2024-08-22,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,3
2024-08-22,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,7
2024-08-22,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,5
2024-08-22,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,7
2024-08-22,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,2
2024-08-22,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,5
2024-08-22,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,3
2024-08-22,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,2
2024-08-22,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,2
2024-08-22,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,0
2024-08-22,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,7
2024-08-22,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1
2024-08-22,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,0
2024-08-22,Control Stock diario,SURCO,42,"LLANTAS 18""",48
2024-08-22,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,5
2024-08-22,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,0
2024-08-22,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2024-08-22,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,8
2024-08-22,Control Stock diario,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-22,Control Stock diario,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,1
2024-08-22,Control Stock diario,LA MOLINA,1,AUTO HONDA ACCORD 2014,0
2024-08-22,Control Stock diario,LA MOLINA,7,AUTO HONDA CITY 2016,0
2024-08-22,Control Stock diario,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1
2024-08-22,Control Stock diario,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,0
2024-08-22,Control Stock diario,SURCO,40,AMORTIGUADORES DELANTEROS,32
2024-08-22,Control Stock diario,LA MOLINA,5,AUTO HONDA PILOT 2013,0
2024-08-22,Control Stock diario,LA MOLINA,39,FILTRO DE COMBUSTIBLE,1
2024-08-24,Salida,LA MOLINA,42,"LLANTAS 18""",-4
2024-08-23,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-23,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,4
2024-08-23,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,1
2024-08-23,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",51
2024-08-23,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,24
2024-08-23,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,95
2024-08-23,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,3
2024-08-23,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,7
2024-08-23,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,5
2024-08-23,Control Stock diario,SURCO,5,AUTO HONDA PILOT 2013,7
2024-08-23,Control Stock diario,SURCO,6,AUTO HONDA FIT 2016,2
2024-08-23,Control Stock diario,SURCO,7,AUTO HONDA CITY 2016,5
2024-08-23,Control Stock diario,SURCO,8,CAMIONETA HONDA ELEMENT 2013,3
2024-08-23,Control Stock diario,SURCO,9,CAMIONETA HONDA CROSSTOUR 2013,2
2024-08-23,Control Stock diario,SURCO,10,CAMIONETA HONDA CR-Z 2015,2
2024-08-23,Control Stock diario,SURCO,11,CAMIONETA HONDA RID LINE PICK UP 2014,0
2024-08-23,Control Stock diario,SURCO,3,AUTO HONDA ODISSEY 2013,7
2024-08-23,Control Stock diario,LA MOLINA,3,AUTO HONDA ODISSEY 2013,1
2024-08-23,Control Stock diario,LA MOLINA,43,BATERÍA DE 18 PLACAS,0
2024-08-23,Control Stock diario,SURCO,42,"LLANTAS 18""",48
2024-08-23,Control Stock diario,LA MOLINA,10,CAMIONETA HONDA CR-Z 2015,5
2024-08-23,Control Stock diario,LA MOLINA,6,AUTO HONDA FIT 2016,0
2024-08-23,Control Stock diario,LA MOLINA,2,AUTO HONDA CIVIC 2014,0
2024-08-23,Control Stock diario,LA MOLINA,4,AUTO HONDA CRV 2014,8
2024-08-23,Control Stock diario,SURCO,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-23,Control Stock diario,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,1
2024-08-23,Control Stock diario,LA MOLINA,1,AUTO HONDA ACCORD 2014,0
2024-08-23,Control Stock diario,LA MOLINA,7,AUTO HONDA CITY 2016,0
2024-08-23,Control Stock diario,LA MOLINA,8,CAMIONETA HONDA ELEMENT 2013,1
2024-08-23,Control Stock diario,LA MOLINA,9,CAMIONETA HONDA CROSSTOUR 2013,0
2024-08-23,Control Stock diario,SURCO,40,AMORTIGUADORES DELANTEROS,32
2024-08-23,Control Stock diario,LA MOLINA,5,AUTO HONDA PILOT 2013,0
2024-08-23,Control Stock diario,LA MOLINA,39,FILTRO DE COMBUSTIBLE,1
2024-08-25,Salida,SURCO,10,CAMIONETA HONDA CR-Z 2015,-1
2024-08-25,Salida,LA MOLINA,11,CAMIONETA HONDA RID LINE PICK UP 2014,-1
2024-08-25,Salida,SURCO,40,AMORTIGUADORES DELANTEROS,-6
2024-08-25,Salida,LA MOLINA,42,"LLANTAS 18""",-1
2024-08-24,Control Stock diario,LA MOLINA,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,0
2024-08-24,Control Stock diario,SURCO,39,FILTRO DE COMBUSTIBLE,4
2024-08-24,Control Stock diario,LA MOLINA,41,AMORTIGUADORES POSTERIORES,1
2024-08-24,Control Stock diario,LA MOLINA,42,"LLANTAS 18""",50
2024-08-24,Control Stock diario,SURCO,43,BATERÍA DE 18 PLACAS,24
2024-08-24,Control Stock diario,LA MOLINA,40,AMORTIGUADORES DELANTEROS,95
2024-08-24,Control Stock diario,SURCO,1,AUTO HONDA ACCORD 2014,3
2024-08-24,Control Stock diario,SURCO,2,AUTO HONDA CIVIC 2014,7
2024-08-24,Control Stock diario,SURCO,4,AUTO HONDA CRV 2014,5
