REPORTE DE LIMPIEZA DE DATOS
========================================
Venta 1: sin registro de stock previo, se elimina.
Venta 28: sin registro de stock previo, se elimina.
Venta 29: sin registro de stock previo, se elimina.
Venta 30: sin registro de stock previo, se elimina.
Venta 31: sin registro de stock previo, se elimina.
Venta 32: sin registro de stock previo, se elimina.
Venta 33: sin registro de stock previo, se elimina.
Venta 34: sin registro de stock previo, se elimina.
Venta 35: sin registro de stock previo, se elimina.
Venta 36: sin registro de stock previo, se elimina.
Venta 37: sin registro de stock previo, se elimina.
Venta 38: sin registro de stock previo, se elimina.
Venta 39: sin registro de stock previo, se elimina.
Venta 40: sin registro de stock previo, se elimina.
Venta 41: sin registro de stock previo, se elimina.
Venta 42: sin registro de stock previo, se elimina.
Venta 43: sin registro de stock previo, se elimina.
Venta 44: sin registro de stock previo, se elimina.
Venta 45: sin registro de stock previo, se elimina.
Venta 46: sin registro de stock previo, se elimina.
Venta 47: sin registro de stock previo, se elimina.
Venta 48: sin registro de stock previo, se elimina.
Venta 49: sin registro de stock previo, se elimina.
Venta 50: sin registro de stock previo, se elimina.
Venta 51: sin registro de stock previo, se elimina.
Venta 52: sin registro de stock previo, se elimina.
Venta 53: sin registro de stock previo, se elimina.
Venta 54: sin registro de stock previo, se elimina.
Venta 55: sin registro de stock previo, se elimina.
Venta 56: sin registro de stock previo, se elimina.
Venta 57: sin registro de stock previo, se elimina.
Venta 58: sin registro de stock previo, se elimina.
Venta 59: sin registro de stock previo, se elimina.
Venta 60: sin registro de stock previo, se elimina.
Venta 61: sin registro de stock previo, se elimina.
Venta 62: sin registro de stock previo, se elimina.
Venta 63: sin registro de stock previo, se elimina.
Venta 64: sin registro de stock previo, se elimina.
Venta 65: sin registro de stock previo, se elimina.
Venta 66: sin registro de stock previo, se elimina.
Venta 67: sin registro de stock previo, se elimina.
Venta 68: sin registro de stock previo, se elimina.
Venta 69: sin registro de stock previo, se elimina.
Venta 70: sin registro de stock previo, se elimina.
Venta 71: sin registro de stock previo, se elimina.
Venta 72: sin registro de stock previo, se elimina.
Venta 73: sin registro de stock previo, se elimina.
Venta 74: sin registro de stock previo, se elimina.
Venta 75: sin registro de stock previo, se elimina.
Venta 76: sin registro de stock previo, se elimina.
Venta 77: sin registro de stock previo, se elimina.
Venta 78: sin registro de stock previo, se elimina.
Venta 79: sin registro de stock previo, se elimina.
Venta 80: sin registro de stock previo, se elimina.
Venta 81: sin registro de stock previo, se elimina.
Venta 82: sin registro de stock previo, se elimina.
Venta 83: sin registro de stock previo, se elimina.
Venta 84: sin registro de stock previo, se elimina.
Venta 85: sin registro de stock previo, se elimina.
Venta 86: sin registro de stock previo, se elimina.
Venta 87: sin registro de stock previo, se elimina.
Venta 88: sin registro de stock previo, se elimina.
Venta 89: sin registro de stock previo, se elimina.
Venta 90: sin registro de stock previo, se elimina.
Venta 91: sin registro de stock previo, se elimina.
Venta 92: sin registro de stock previo, se elimina.
Venta 93: sin registro de stock previo, se elimina.
Venta 94: sin registro de stock previo, se elimina.
Venta 95: sin registro de stock previo, se elimina.
Venta 96: sin registro de stock previo, se elimina.
Venta 97: sin registro de stock previo, se elimina.
Venta 98: sin registro de stock previo, se elimina.
Venta 99: sin registro de stock previo, se elimina.
Venta 101: sin registro de stock previo, se elimina.
Venta 102: sin registro de stock previo, se elimina.
Venta 103: sin registro de stock previo, se elimina.
Venta 104: sin registro de stock previo, se elimina.
Venta 106: sin registro de stock previo, se elimina.
Venta 107: sin registro de stock previo, se elimina.
Venta 108: sin registro de stock previo, se elimina.
Venta 109: sin registro de stock previo, se elimina.
Venta 111: sin registro de stock previo, se elimina.
Venta 112: sin registro de stock previo, se elimina.
Venta 113: sin registro de stock previo, se elimina.
Venta 114: sin registro de stock previo, se elimina.
Venta 116: sin registro de stock previo, se elimina.
Venta 117: sin registro de stock previo, se elimina.
Venta 118: sin registro de stock previo, se elimina.
Venta 119: sin registro de stock previo, se elimina.
Venta 121: sin registro de stock previo, se elimina.
Venta 122: sin registro de stock previo, se elimina.
Venta 123: sin registro de stock previo, se elimina.
Venta 124: sin registro de stock previo, se elimina.
Venta 126: sin registro de stock previo, se elimina.
Venta 127: sin registro de stock previo, se elimina.
Venta 128: sin registro de stock previo, se elimina.
Venta 129: sin registro de stock previo, se elimina.
Venta 131: sin registro de stock previo, se elimina.
Venta 132: sin registro de stock previo, se elimina.
Venta 133: sin registro de stock previo, se elimina.
Venta 134: sin registro de stock previo, se elimina.
Venta 136: sin registro de stock previo, se elimina.
Venta 137: sin registro de stock previo, se elimina.
Venta 139: sin registro de stock previo, se elimina.
Venta 140: sin registro de stock previo, se elimina.
Venta 142: sin registro de stock previo, se elimina.
Venta 143: sin registro de stock previo, se elimina.
Venta 145: sin registro de stock previo, se elimina.
Venta 147: sin registro de stock previo, se elimina.
Venta 149: sin registro de stock previo, se elimina.
Venta 151: sin registro de stock previo, se elimina.
Venta 153: sin registro de stock previo, se elimina.
Venta 155: sin registro de stock previo, se elimina.
Venta 156: sin registro de stock previo, se elimina.
Venta 157: sin registro de stock previo, se elimina.
Venta 158: sin registro de stock previo, se elimina.
Venta 159: sin registro de stock previo, se elimina.
Venta 160: sin registro de stock previo, se elimina.
Venta 161: sin registro de stock previo, se elimina.
Venta 162: sin registro de stock previo, se elimina.
Venta 163: sin registro de stock previo, se elimina.
Venta 164: sin registro de stock previo, se elimina.
Venta 165: sin registro de stock previo, se elimina.
Venta 166: sin registro de stock previo, se elimina.
Venta 167: sin registro de stock previo, se elimina.
Venta 168: sin registro de stock previo, se elimina.
Venta 169: sin registro de stock previo, se elimina.
Venta 170: sin registro de stock previo, se elimina.
Venta 171: sin registro de stock previo, se elimina.
Venta 172: sin registro de stock previo, se elimina.
Venta 173: sin registro de stock previo, se elimina.
Venta 174: sin registro de stock previo, se elimina.
Venta 175: sin registro de stock previo, se elimina.
Venta 176: sin registro de stock previo, se elimina.
Venta 177: sin registro de stock previo, se elimina.
Venta 178: sin registro de stock previo, se elimina.
Venta 179: stock insuficiente (0 < 3) en 2023-02-03.
Venta 180: sin registro de stock previo, se elimina.
Venta 181: sin registro de stock previo, se elimina.
Venta 182: sin registro de stock previo, se elimina.
Venta 183: sin registro de stock previo, se elimina.
Venta 184: sin registro de stock previo, se elimina.
Venta 185: sin registro de stock previo, se elimina.
Venta 186: sin registro de stock previo, se elimina.
Venta 187: stock insuficiente (0 < 3) en 2023-02-04.
Venta 188: sin registro de stock previo, se elimina.
Venta 189: sin registro de stock previo, se elimina.
Venta 190: sin registro de stock previo, se elimina.
Venta 191: sin registro de stock previo, se elimina.
Venta 192: sin registro de stock previo, se elimina.
Venta 193: sin registro de stock previo, se elimina.
Venta 194: stock insuficiente (0 < 2) en 2023-02-05.
Venta 195: sin registro de stock previo, se elimina.
Venta 196: sin registro de stock previo, se elimina.
Venta 197: sin registro de stock previo, se elimina.
Venta 198: sin registro de stock previo, se elimina.
Venta 199: sin registro de stock previo, se elimina.
Venta 200: stock insuficiente (0 < 4) en 2023-02-06.
Venta 201: sin registro de stock previo, se elimina.
Venta 202: sin registro de stock previo, se elimina.
Venta 203: sin registro de stock previo, se elimina.
Venta 204: sin registro de stock previo, se elimina.
Venta 205: sin registro de stock previo, se elimina.
Venta 206: stock insuficiente (0 < 5) en 2023-02-07.
Venta 207: sin registro de stock previo, se elimina.
Venta 208: sin registro de stock previo, se elimina.
Venta 209: sin registro de stock previo, se elimina.
Venta 210: sin registro de stock previo, se elimina.
Venta 211: stock insuficiente (0 < 3) en 2023-02-08.
Venta 212: sin registro de stock previo, se elimina.
Venta 213: sin registro de stock previo, se elimina.
Venta 214: sin registro de stock previo, se elimina.
Venta 215: sin registro de stock previo, se elimina.
Venta 216: sin registro de stock previo, se elimina.
Venta 217: sin registro de stock previo, se elimina.
Venta 218: sin registro de stock previo, se elimina.
Venta 219: sin registro de stock previo, se elimina.
Venta 220: sin registro de stock previo, se elimina.
Venta 221: sin registro de stock previo, se elimina.
Venta 222: sin registro de stock previo, se elimina.
Venta 223: sin registro de stock previo, se elimina.
Venta 224: sin registro de stock previo, se elimina.
Venta 225: sin registro de stock previo, se elimina.
Venta 226: sin registro de stock previo, se elimina.
Venta 227: sin registro de stock previo, se elimina.
Venta 228: sin registro de stock previo, se elimina.
Venta 229: sin registro de stock previo, se elimina.
Venta 230: sin registro de stock previo, se elimina.
Venta 231: sin registro de stock previo, se elimina.
Venta 232: sin registro de stock previo, se elimina.
Venta 233: sin registro de stock previo, se elimina.
Venta 234: sin registro de stock previo, se elimina.
Venta 235: sin registro de stock previo, se elimina.
Venta 236: sin registro de stock previo, se elimina.
Venta 237: sin registro de stock previo, se elimina.
Venta 238: sin registro de stock previo, se elimina.
Venta 239: sin registro de stock previo, se elimina.
Venta 240: sin registro de stock previo, se elimina.
Venta 241: sin registro de stock previo, se elimina.
Venta 242: stock insuficiente (0 < 5) en 2023-02-17.
Venta 243: sin registro de stock previo, se elimina.
Venta 244: sin registro de stock previo, se elimina.
Venta 245: sin registro de stock previo, se elimina.
Venta 246: sin registro de stock previo, se elimina.
Venta 247: sin registro de stock previo, se elimina.
Venta 248: stock insuficiente (0 < 2) en 2023-02-18.
Venta 249: sin registro de stock previo, se elimina.
Venta 250: sin registro de stock previo, se elimina.
Venta 251: sin registro de stock previo, se elimina.
Venta 252: sin registro de stock previo, se elimina.
Venta 253: sin registro de stock previo, se elimina.
Venta 254: stock insuficiente (0 < 8) en 2023-02-19.
Venta 255: sin registro de stock previo, se elimina.
Venta 256: sin registro de stock previo, se elimina.
Venta 257: sin registro de stock previo, se elimina.
Venta 258: sin registro de stock previo, se elimina.
Venta 259: sin registro de stock previo, se elimina.
Venta 260: stock insuficiente (0 < 5) en 2023-02-20.
Venta 261: sin registro de stock previo, se elimina.
Venta 262: sin registro de stock previo, se elimina.
Venta 263: sin registro de stock previo, se elimina.
Venta 264: sin registro de stock previo, se elimina.
Venta 265: sin registro de stock previo, se elimina.
Venta 266: sin registro de stock previo, se elimina.
Venta 267: sin registro de stock previo, se elimina.
Venta 268: sin registro de stock previo, se elimina.
Venta 269: sin registro de stock previo, se elimina.
Venta 270: sin registro de stock previo, se elimina.
Venta 271: sin registro de stock previo, se elimina.
Venta 272: sin registro de stock previo, se elimina.
Venta 273: sin registro de stock previo, se elimina.
Venta 274: sin registro de stock previo, se elimina.
Venta 275: sin registro de stock previo, se elimina.
Venta 276: sin registro de stock previo, se elimina.
Venta 277: sin registro de stock previo, se elimina.
Venta 278: sin registro de stock previo, se elimina.
Venta 279: sin registro de stock previo, se elimina.
Venta 280: sin registro de stock previo, se elimina.
Venta 281: sin registro de stock previo, se elimina.
Venta 282: sin registro de stock previo, se elimina.
Venta 283: sin registro de stock previo, se elimina.
Venta 284: sin registro de stock previo, se elimina.
Venta 285: sin registro de stock previo, se elimina.
Venta 286: sin registro de stock previo, se elimina.
Venta 287: sin registro de stock previo, se elimina.
Venta 288: sin registro de stock previo, se elimina.
Venta 289: sin registro de stock previo, se elimina.
Venta 290: sin registro de stock previo, se elimina.
Venta 291: sin registro de stock previo, se elimina.
Venta 292: sin registro de stock previo, se elimina.
Venta 293: sin registro de stock previo, se elimina.
Venta 294: sin registro de stock previo, se elimina.
Venta 295: sin registro de stock previo, se elimina.
Venta 296: sin registro de stock previo, se elimina.
Venta 297: stock insuficiente (0 < 1) en 2023-03-03.
Venta 298: sin registro de stock previo, se elimina.
Venta 299: sin registro de stock previo, se elimina.
Venta 300: sin registro de stock previo, se elimina.
Venta 301: sin registro de stock previo, se elimina.
Venta 302: sin registro de stock previo, se elimina.
Venta 303: sin registro de stock previo, se elimina.
Venta 304: sin registro de stock previo, se elimina.
Venta 305: stock insuficiente (0 < 1) en 2023-03-04.
Venta 306: sin registro de stock previo, se elimina.
Venta 307: sin registro de stock previo, se elimina.
Venta 308: sin registro de stock previo, se elimina.
Venta 309: sin registro de stock previo, se elimina.
Venta 310: sin registro de stock previo, se elimina.
Venta 311: sin registro de stock previo, se elimina.
Venta 312: sin registro de stock previo, se elimina.
Venta 313: stock insuficiente (0 < 1) en 2023-03-05.
Venta 314: sin registro de stock previo, se elimina.
Venta 315: sin registro de stock previo, se elimina.
Venta 316: sin registro de stock previo, se elimina.
Venta 317: sin registro de stock previo, se elimina.
Venta 318: sin registro de stock previo, se elimina.
Venta 319: sin registro de stock previo, se elimina.
Venta 320: sin registro de stock previo, se elimina.
Venta 321: stock insuficiente (0 < 1) en 2023-03-06.
Venta 322: sin registro de stock previo, se elimina.
Venta 323: sin registro de stock previo, se elimina.
Venta 324: sin registro de stock previo, se elimina.
Venta 325: sin registro de stock previo, se elimina.
Venta 326: sin registro de stock previo, se elimina.
Venta 327: stock insuficiente (0 < 1) en 2023-03-07.
Venta 328: sin registro de stock previo, se elimina.
Venta 329: sin registro de stock previo, se elimina.
Venta 330: sin registro de stock previo, se elimina.
Venta 331: sin registro de stock previo, se elimina.
Venta 332: sin registro de stock previo, se elimina.
Venta 333: stock insuficiente (0 < 1) en 2023-03-08.
Venta 334: sin registro de stock previo, se elimina.
Venta 335: sin registro de stock previo, se elimina.
Venta 336: sin registro de stock previo, se elimina.
Venta 337: sin registro de stock previo, se elimina.
Venta 338: sin registro de stock previo, se elimina.
Venta 339: stock insuficiente (0 < 1) en 2023-03-09.
Venta 340: sin registro de stock previo, se elimina.
Venta 341: sin registro de stock previo, se elimina.
Venta 342: sin registro de stock previo, se elimina.
Venta 343: sin registro de stock previo, se elimina.
Venta 344: stock insuficiente (0 < 1) en 2023-03-10.
Venta 345: sin registro de stock previo, se elimina.
Venta 346: sin registro de stock previo, se elimina.
Venta 347: sin registro de stock previo, se elimina.
Venta 348: sin registro de stock previo, se elimina.
Venta 349: stock insuficiente (0 < 2) en 2023-03-11.
Venta 350: sin registro de stock previo, se elimina.
Venta 351: sin registro de stock previo, se elimina.
Venta 352: sin registro de stock previo, se elimina.
Venta 353: sin registro de stock previo, se elimina.
Venta 354: sin registro de stock previo, se elimina.
Venta 355: sin registro de stock previo, se elimina.
Venta 356: sin registro de stock previo, se elimina.
Venta 357: stock insuficiente (0 < 1) en 2023-03-12.
Venta 358: sin registro de stock previo, se elimina.
Venta 359: sin registro de stock previo, se elimina.
Venta 360: sin registro de stock previo, se elimina.
Venta 361: sin registro de stock previo, se elimina.
Venta 362: sin registro de stock previo, se elimina.
Venta 363: sin registro de stock previo, se elimina.
Venta 364: stock insuficiente (0 < 2) en 2023-03-13.
Venta 365: sin registro de stock previo, se elimina.
Venta 366: sin registro de stock previo, se elimina.
Venta 367: sin registro de stock previo, se elimina.
Venta 369: sin registro de stock previo, se elimina.
Venta 370: sin registro de stock previo, se elimina.
Venta 371: sin registro de stock previo, se elimina.
Venta 373: sin registro de stock previo, se elimina.
Venta 374: sin registro de stock previo, se elimina.
Venta 376: sin registro de stock previo, se elimina.
Venta 377: sin registro de stock previo, se elimina.
Venta 378: sin registro de stock previo, se elimina.
Venta 379: sin registro de stock previo, se elimina.
Venta 381: sin registro de stock previo, se elimina.
Venta 382: sin registro de stock previo, se elimina.
Venta 383: sin registro de stock previo, se elimina.
Venta 384: sin registro de stock previo, se elimina.
Venta 386: sin registro de stock previo, se elimina.
Venta 387: sin registro de stock previo, se elimina.
Venta 388: sin registro de stock previo, se elimina.
Venta 389: sin registro de stock previo, se elimina.
Venta 391: sin registro de stock previo, se elimina.
Venta 392: sin registro de stock previo, se elimina.
Venta 393: sin registro de stock previo, se elimina.
Venta 394: sin registro de stock previo, se elimina.
Venta 396: sin registro de stock previo, se elimina.
Venta 397: sin registro de stock previo, se elimina.
Venta 398: sin registro de stock previo, se elimina.
Venta 399: sin registro de stock previo, se elimina.
Venta 401: sin registro de stock previo, se elimina.
Venta 402: sin registro de stock previo, se elimina.
Venta 403: sin registro de stock previo, se elimina.
Venta 405: sin registro de stock previo, se elimina.
Venta 406: sin registro de stock previo, se elimina.
Venta 407: sin registro de stock previo, se elimina.
Venta 409: sin registro de stock previo, se elimina.
Venta 414: sin registro de stock previo, se elimina.
Venta 415: sin registro de stock previo, se elimina.
Venta 416: sin registro de stock previo, se elimina.
Venta 417: sin registro de stock previo, se elimina.
Venta 418: sin registro de stock previo, se elimina.
Venta 419: sin registro de stock previo, se elimina.
Venta 420: sin registro de stock previo, se elimina.
Venta 421: sin registro de stock previo, se elimina.
Venta 422: sin registro de stock previo, se elimina.
Venta 423: sin registro de stock previo, se elimina.
Venta 424: sin registro de stock previo, se elimina.
Venta 425: sin registro de stock previo, se elimina.
Venta 426: sin registro de stock previo, se elimina.
Venta 427: sin registro de stock previo, se elimina.
Venta 428: sin registro de stock previo, se elimina.
Venta 429: sin registro de stock previo, se elimina.
Venta 430: sin registro de stock previo, se elimina.
Venta 431: sin registro de stock previo, se elimina.
Venta 432: sin registro de stock previo, se elimina.
Venta 433: sin registro de stock previo, se elimina.
Venta 434: stock insuficiente (0 < 1) en 2023-04-03.
Venta 435: sin registro de stock previo, se elimina.
Venta 436: sin registro de stock previo, se elimina.
Venta 437: sin registro de stock previo, se elimina.
Venta 438: sin registro de stock previo, se elimina.
Venta 439: sin registro de stock previo, se elimina.
Venta 440: sin registro de stock previo, se elimina.
Venta 441: sin registro de stock previo, se elimina.
Venta 442: stock insuficiente (0 < 2) en 2023-04-04.
Venta 443: sin registro de stock previo, se elimina.
Venta 444: sin registro de stock previo, se elimina.
Venta 445: sin registro de stock previo, se elimina.
Venta 446: sin registro de stock previo, se elimina.
Venta 447: sin registro de stock previo, se elimina.
Venta 448: sin registro de stock previo, se elimina.
Venta 449: stock insuficiente (0 < 3) en 2023-04-05.
Venta 450: sin registro de stock previo, se elimina.
Venta 451: sin registro de stock previo, se elimina.
Venta 452: sin registro de stock previo, se elimina.
Venta 453: sin registro de stock previo, se elimina.
Venta 454: stock insuficiente (0 < 2) en 2023-04-06.
Venta 455: sin registro de stock previo, se elimina.
Venta 456: sin registro de stock previo, se elimina.
Venta 457: sin registro de stock previo, se elimina.
Venta 458: sin registro de stock previo, se elimina.
Venta 459: stock insuficiente (0 < 4) en 2023-04-07.
Venta 460: sin registro de stock previo, se elimina.
Venta 461: sin registro de stock previo, se elimina.
Venta 462: sin registro de stock previo, se elimina.
Venta 463: sin registro de stock previo, se elimina.
Venta 464: stock insuficiente (0 < 3) en 2023-04-08.
Venta 465: sin registro de stock previo, se elimina.
Venta 466: sin registro de stock previo, se elimina.
Venta 467: sin registro de stock previo, se elimina.
Venta 468: sin registro de stock previo, se elimina.
Venta 469: sin registro de stock previo, se elimina.
Venta 470: sin registro de stock previo, se elimina.
Venta 471: sin registro de stock previo, se elimina.
Venta 472: stock insuficiente (0 < 2) en 2023-04-09.
Venta 473: sin registro de stock previo, se elimina.
Venta 474: sin registro de stock previo, se elimina.
Venta 475: sin registro de stock previo, se elimina.
Venta 476: sin registro de stock previo, se elimina.
Venta 477: sin registro de stock previo, se elimina.
Venta 478: sin registro de stock previo, se elimina.
Venta 479: sin registro de stock previo, se elimina.
Venta 480: stock insuficiente (0 < 1) en 2023-04-10.
Venta 481: sin registro de stock previo, se elimina.
Venta 482: sin registro de stock previo, se elimina.
Venta 483: sin registro de stock previo, se elimina.
Venta 484: sin registro de stock previo, se elimina.
Venta 485: stock insuficiente (0 < 1) en 2023-04-11.
Venta 486: sin registro de stock previo, se elimina.
Venta 487: sin registro de stock previo, se elimina.
Venta 488: stock insuficiente (0 < 1) en 2023-04-12.
Venta 489: sin registro de stock previo, se elimina.
Venta 490: sin registro de stock previo, se elimina.
Venta 491: sin registro de stock previo, se elimina.
Venta 492: sin registro de stock previo, se elimina.
Venta 493: sin registro de stock previo, se elimina.
Venta 494: stock insuficiente (0 < 6) en 2023-04-17.
Venta 495: sin registro de stock previo, se elimina.
Venta 496: sin registro de stock previo, se elimina.
Venta 497: sin registro de stock previo, se elimina.
Venta 498: sin registro de stock previo, se elimina.
Venta 499: sin registro de stock previo, se elimina.
Venta 500: stock insuficiente (0 < 3) en 2023-04-18.
Venta 501: sin registro de stock previo, se elimina.
Venta 502: sin registro de stock previo, se elimina.
Venta 503: sin registro de stock previo, se elimina.
Venta 504: sin registro de stock previo, se elimina.
Venta 505: stock insuficiente (0 < 2) en 2023-04-19.
Venta 506: sin registro de stock previo, se elimina.
Venta 507: sin registro de stock previo, se elimina.
Venta 508: sin registro de stock previo, se elimina.
Venta 509: sin registro de stock previo, se elimina.
Venta 510: stock insuficiente (0 < 1) en 2023-04-20.
Venta 511: sin registro de stock previo, se elimina.
Venta 512: sin registro de stock previo, se elimina.
Venta 513: sin registro de stock previo, se elimina.
Venta 514: sin registro de stock previo, se elimina.
Venta 515: stock insuficiente (0 < 1) en 2023-04-21.
Venta 516: sin registro de stock previo, se elimina.
Venta 517: sin registro de stock previo, se elimina.
Venta 518: sin registro de stock previo, se elimina.
Venta 519: stock insuficiente (0 < 2) en 2023-04-22.
Venta 520: sin registro de stock previo, se elimina.
Venta 521: stock insuficiente (0 < 5) en 2023-04-23.
Venta 522: sin registro de stock previo, se elimina.
Venta 523: sin registro de stock previo, se elimina.
Venta 524: sin registro de stock previo, se elimina.
Venta 525: sin registro de stock previo, se elimina.
Venta 526: sin registro de stock previo, se elimina.
Venta 527: sin registro de stock previo, se elimina.
Venta 528: sin registro de stock previo, se elimina.
Venta 529: sin registro de stock previo, se elimina.
Venta 530: sin registro de stock previo, se elimina.
Venta 531: sin registro de stock previo, se elimina.
Venta 532: sin registro de stock previo, se elimina.
Venta 533: sin registro de stock previo, se elimina.
Venta 534: sin registro de stock previo, se elimina.
Venta 535: sin registro de stock previo, se elimina.
Venta 536: sin registro de stock previo, se elimina.
Venta 537: sin registro de stock previo, se elimina.
Venta 538: sin registro de stock previo, se elimina.
Venta 539: sin registro de stock previo, se elimina.
Venta 540: sin registro de stock previo, se elimina.
Venta 541: sin registro de stock previo, se elimina.
Venta 542: sin registro de stock previo, se elimina.
Venta 543: stock insuficiente (0 < 2) en 2023-05-03.
Venta 544: sin registro de stock previo, se elimina.
Venta 545: sin registro de stock previo, se elimina.
Venta 546: sin registro de stock previo, se elimina.
Venta 547: sin registro de stock previo, se elimina.
Venta 548: sin registro de stock previo, se elimina.
Venta 549: sin registro de stock previo, se elimina.
Venta 550: sin registro de stock previo, se elimina.
Venta 551: sin registro de stock previo, se elimina.
Venta 552: sin registro de stock previo, se elimina.
Venta 553: stock insuficiente (0 < 2) en 2023-05-04.
Venta 554: sin registro de stock previo, se elimina.
Venta 555: sin registro de stock previo, se elimina.
Venta 556: sin registro de stock previo, se elimina.
Venta 557: sin registro de stock previo, se elimina.
Venta 558: sin registro de stock previo, se elimina.
Venta 559: sin registro de stock previo, se elimina.
Venta 560: stock insuficiente (0 < 2) en 2023-05-05.
Venta 561: sin registro de stock previo, se elimina.
Venta 562: sin registro de stock previo, se elimina.
Venta 563: sin registro de stock previo, se elimina.
Venta 564: sin registro de stock previo, se elimina.
Venta 565: sin registro de stock previo, se elimina.
Venta 566: stock insuficiente (0 < 1) en 2023-05-06.
Venta 567: sin registro de stock previo, se elimina.
Venta 568: sin registro de stock previo, se elimina.
Venta 569: sin registro de stock previo, se elimina.
Venta 570: sin registro de stock previo, se elimina.
Venta 571: sin registro de stock previo, se elimina.
Venta 572: stock insuficiente (0 < 2) en 2023-05-07.
Venta 573: sin registro de stock previo, se elimina.
Venta 574: sin registro de stock previo, se elimina.
Venta 575: sin registro de stock previo, se elimina.
Venta 576: sin registro de stock previo, se elimina.
Venta 577: stock insuficiente (0 < 2) en 2023-05-08.
Venta 578: sin registro de stock previo, se elimina.
Venta 579: sin registro de stock previo, se elimina.
Venta 580: sin registro de stock previo, se elimina.
Venta 581: sin registro de stock previo, se elimina.
Venta 582: stock insuficiente (0 < 1) en 2023-05-09.
Venta 583: sin registro de stock previo, se elimina.
Venta 584: sin registro de stock previo, se elimina.
Venta 585: sin registro de stock previo, se elimina.
Venta 586: sin registro de stock previo, se elimina.
Venta 587: sin registro de stock previo, se elimina.
Venta 588: stock insuficiente (0 < 2) en 2023-05-10.
Venta 589: sin registro de stock previo, se elimina.
Venta 590: sin registro de stock previo, se elimina.
Venta 591: sin registro de stock previo, se elimina.
Venta 592: stock insuficiente (0 < 1) en 2023-05-11.
Venta 593: sin registro de stock previo, se elimina.
Venta 594: stock insuficiente (0 < 2) en 2023-05-12.
Venta 595: sin registro de stock previo, se elimina.
Venta 596: stock insuficiente (0 < 3) en 2023-05-13.
Venta 597: sin registro de stock previo, se elimina.
Venta 598: sin registro de stock previo, se elimina.
Venta 599: sin registro de stock previo, se elimina.
Venta 600: sin registro de stock previo, se elimina.
Venta 601: stock insuficiente (0 < 1) en 2023-05-17.
Venta 602: sin registro de stock previo, se elimina.
Venta 603: sin registro de stock previo, se elimina.
Venta 604: sin registro de stock previo, se elimina.
Venta 605: sin registro de stock previo, se elimina.
Venta 606: stock insuficiente (0 < 1) en 2023-05-18.
Venta 607: sin registro de stock previo, se elimina.
Venta 608: sin registro de stock previo, se elimina.
Venta 609: sin registro de stock previo, se elimina.
Venta 610: sin registro de stock previo, se elimina.
Venta 611: stock insuficiente (0 < 2) en 2023-05-19.
Venta 612: sin registro de stock previo, se elimina.
Venta 613: sin registro de stock previo, se elimina.
Venta 614: sin registro de stock previo, se elimina.
Venta 615: sin registro de stock previo, se elimina.
Venta 616: stock insuficiente (0 < 2) en 2023-05-20.
Venta 617: sin registro de stock previo, se elimina.
Venta 618: sin registro de stock previo, se elimina.
Venta 619: sin registro de stock previo, se elimina.
Venta 620: sin registro de stock previo, se elimina.
Venta 621: stock insuficiente (0 < 3) en 2023-05-21.
Venta 622: sin registro de stock previo, se elimina.
Venta 623: sin registro de stock previo, se elimina.
Venta 624: sin registro de stock previo, se elimina.
Venta 625: stock insuficiente (0 < 4) en 2023-05-22.
Venta 626: sin registro de stock previo, se elimina.
Venta 627: sin registro de stock previo, se elimina.
Venta 628: stock insuficiente (0 < 2) en 2023-05-23.
Venta 629: sin registro de stock previo, se elimina.
Venta 630: stock insuficiente (0 < 3) en 2023-05-24.
Venta 631: sin registro de stock previo, se elimina.
Venta 632: stock insuficiente (0 < 2) en 2023-05-25.
Venta 633: sin registro de stock previo, se elimina.
Venta 634: sin registro de stock previo, se elimina.
Venta 635: sin registro de stock previo, se elimina.
Venta 636: sin registro de stock previo, se elimina.
Venta 637: sin registro de stock previo, se elimina.
Venta 638: sin registro de stock previo, se elimina.
Venta 639: sin registro de stock previo, se elimina.
Venta 640: sin registro de stock previo, se elimina.
Venta 641: sin registro de stock previo, se elimina.
Venta 642: sin registro de stock previo, se elimina.
Venta 643: sin registro de stock previo, se elimina.
Venta 644: sin registro de stock previo, se elimina.
Venta 645: sin registro de stock previo, se elimina.
Venta 646: sin registro de stock previo, se elimina.
Venta 647: sin registro de stock previo, se elimina.
Venta 648: sin registro de stock previo, se elimina.
Venta 649: sin registro de stock previo, se elimina.
Venta 650: sin registro de stock previo, se elimina.
Venta 651: stock insuficiente (0 < 2) en 2023-06-03.
Venta 652: sin registro de stock previo, se elimina.
Venta 653: sin registro de stock previo, se elimina.
Venta 654: sin registro de stock previo, se elimina.
Venta 655: sin registro de stock previo, se elimina.
Venta 656: sin registro de stock previo, se elimina.
Venta 657: sin registro de stock previo, se elimina.
Venta 658: stock insuficiente (0 < 2) en 2023-06-04.
Venta 659: sin registro de stock previo, se elimina.
Venta 660: sin registro de stock previo, se elimina.
Venta 661: sin registro de stock previo, se elimina.
Venta 662: sin registro de stock previo, se elimina.
Venta 663: stock insuficiente (0 < 2) en 2023-06-05.
Venta 664: sin registro de stock previo, se elimina.
Venta 665: sin registro de stock previo, se elimina.
Venta 666: sin registro de stock previo, se elimina.
Venta 667: sin registro de stock previo, se elimina.
Venta 668: stock insuficiente (0 < 3) en 2023-06-06.
