id_venta,fecha,id_cliente,id_almacen,id_producto,producto,cantidad,precio_venta,monto,id_vendedor
1618,2024-04-09,147,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,15,114,1710,3
1613,2024-04-11,195,2,10,CAMIONETA HONDA CR-Z 2015,1,34715,34715,2
1616,2024-04-11,196,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,114,114,4
1634,2024-04-11,168,2,40,AMORTIGUADORES DELANTEROS,17,319,5423,1
1619,2024-04-12,37,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,18,114,2052,1
1661,2024-04-14,46,2,42,"LLANTAS 18""",20,83,1660,3
1605,2024-04-16,174,2,8,CAMIONETA HONDA ELEMENT 2013,1,29620,29620,4
1670,2024-04-16,193,1,43,BATERÍA DE 18 PLACAS,1,89,89,1
1662,2024-04-17,130,2,42,"LLANTAS 18""",3,83,249,1
1630,2024-04-18,108,2,39,FILTRO DE COMBUSTIBLE,1,129,129,3
1656,2024-04-18,4,2,42,"LLANTAS 18""",3,83,249,4
1628,2024-04-19,55,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,114,456,1
1673,2024-04-19,160,1,43,BATERÍA DE 18 PLACAS,2,89,178,1
1594,2024-04-20,89,1,4,AUTO HONDA CRV 2014,1,31088,31088,4
1610,2024-04-20,72,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,25982,25982,3
1599,2024-04-21,116,1,6,AUTO HONDA FIT 2016,1,27279,27279,2
1625,2024-04-21,30,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,15,114,1710,1
1627,2024-04-21,68,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,7,114,798,4
1664,2024-04-21,11,2,42,"LLANTAS 18""",3,83,249,4
1675,2024-04-21,14,2,43,BATERÍA DE 18 PLACAS,1,89,89,3
1642,2024-04-22,120,1,40,AMORTIGUADORES DELANTEROS,2,319,638,3
1609,2024-04-23,66,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,25982,25982,1
1629,2024-04-23,117,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,114,228,2
1641,2024-04-24,172,2,40,AMORTIGUADORES DELANTEROS,1,319,319,4
1658,2024-04-24,173,2,42,"LLANTAS 18""",14,83,1162,1
1631,2024-04-26,56,2,40,AMORTIGUADORES DELANTEROS,12,319,3828,4
1643,2024-04-27,22,1,40,AMORTIGUADORES DELANTEROS,2,319,638,2
1669,2024-04-28,116,1,43,BATERÍA DE 18 PLACAS,1,89,89,2
1724,2024-05-01,165,2,40,AMORTIGUADORES DELANTEROS,2,236,472,2
1703,2024-05-02,5,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,118,590,2
1678,2024-05-03,158,2,1,AUTO HONDA ACCORD 2014,1,20904,20904,2
1700,2024-05-03,48,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,34782,34782,1
1711,2024-05-03,108,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,118,236,1
1747,2024-05-03,89,2,42,"LLANTAS 18""",2,69,138,4
1754,2024-05-03,7,1,43,BATERÍA DE 18 PLACAS,11,116,1276,1
1690,2024-05-04,89,2,5,AUTO HONDA PILOT 2013,1,20699,20699,3
1756,2024-05-04,185,1,43,BATERÍA DE 18 PLACAS,3,116,348,4
1689,2024-05-06,29,2,5,AUTO HONDA PILOT 2013,1,20699,20699,4
1746,2024-05-06,154,2,42,"LLANTAS 18""",15,69,1035,4
1709,2024-05-07,49,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,118,236,2
1735,2024-05-07,123,2,42,"LLANTAS 18""",8,69,552,2
1753,2024-05-07,181,2,43,BATERÍA DE 18 PLACAS,4,116,464,4
1760,2024-05-07,162,1,43,BATERÍA DE 18 PLACAS,1,116,116,3
1714,2024-05-08,167,1,39,FILTRO DE COMBUSTIBLE,2,108,216,3
1719,2024-05-08,26,2,40,AMORTIGUADORES DELANTEROS,10,236,2360,3
1687,2024-05-09,31,2,3,AUTO HONDA ODISSEY 2013,1,27063,27063,3
1693,2024-05-09,176,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,30668,30668,3
1752,2024-05-09,49,2,43,BATERÍA DE 18 PLACAS,1,116,116,3
1697,2024-05-10,132,1,10,CAMIONETA HONDA CR-Z 2015,1,39946,39946,1
1702,2024-05-10,9,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,118,472,1
1677,2024-05-11,21,2,1,AUTO HONDA ACCORD 2014,1,20904,20904,1
1699,2024-05-11,93,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,34782,34782,4
1691,2024-05-12,16,1,7,AUTO HONDA CITY 2016,1,26912,26912,2
1710,2024-05-12,2,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,118,590,1
1712,2024-05-13,146,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,118,118,3
1683,2024-05-14,53,1,2,AUTO HONDA CIVIC 2014,1,24311,24311,4
1684,2024-05-14,146,1,2,AUTO HONDA CIVIC 2014,1,24311,24311,4
1716,2024-05-14,97,2,40,AMORTIGUADORES DELANTEROS,12,236,2832,1
1759,2024-05-15,178,1,43,BATERÍA DE 18 PLACAS,7,116,812,3
1701,2024-05-16,62,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,118,590,4
1705,2024-05-16,114,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,118,354,1
1707,2024-05-16,53,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,8,118,944,4
1718,2024-05-16,139,2,40,AMORTIGUADORES DELANTEROS,13,236,3068,2
1723,2024-05-16,11,2,40,AMORTIGUADORES DELANTEROS,17,236,4012,1
1681,2024-05-20,69,1,2,AUTO HONDA CIVIC 2014,1,24311,24311,3
1695,2024-05-20,19,1,10,CAMIONETA HONDA CR-Z 2015,1,39946,39946,4
1679,2024-05-21,55,1,1,AUTO HONDA ACCORD 2014,1,20904,20904,4
1706,2024-05-21,87,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,118,472,1
1688,2024-05-22,67,1,4,AUTO HONDA CRV 2014,1,30434,30434,4
1720,2024-05-23,105,2,40,AMORTIGUADORES DELANTEROS,5,236,1180,1
1685,2024-05-24,21,1,3,AUTO HONDA ODISSEY 2013,1,27063,27063,4
1749,2024-05-24,30,2,42,"LLANTAS 18""",1,69,69,1
1715,2024-05-27,26,2,40,AMORTIGUADORES DELANTEROS,14,236,3304,2
1800,2024-06-02,198,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,25600,25600,1
1764,2024-06-04,73,2,1,AUTO HONDA ACCORD 2014,1,20005,20005,1
1771,2024-06-05,11,2,3,AUTO HONDA ODISSEY 2013,1,27276,27276,1
1781,2024-06-05,64,1,5,AUTO HONDA PILOT 2013,1,22709,22709,1
1813,2024-06-05,151,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,143,286,2
1792,2024-06-06,164,1,7,AUTO HONDA CITY 2016,1,29270,29270,2
1810,2024-06-06,120,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,17,143,2431,3
1830,2024-06-08,197,2,40,AMORTIGUADORES DELANTEROS,3,260,780,2
1807,2024-06-09,14,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,42075,42075,2
1818,2024-06-09,109,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,143,429,4
1819,2024-06-09,192,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,143,286,4
1825,2024-06-09,10,2,40,AMORTIGUADORES DELANTEROS,4,260,1040,3
1769,2024-06-10,24,2,3,AUTO HONDA ODISSEY 2013,1,27276,27276,3
1783,2024-06-10,122,1,5,AUTO HONDA PILOT 2013,1,22709,22709,2
1787,2024-06-11,136,1,6,AUTO HONDA FIT 2016,1,24780,24780,1
1822,2024-06-11,140,1,39,FILTRO DE COMBUSTIBLE,7,133,931,4
1784,2024-06-12,126,1,5,AUTO HONDA PILOT 2013,1,22709,22709,1
1785,2024-06-13,63,1,6,AUTO HONDA FIT 2016,1,24780,24780,1
1796,2024-06-13,144,1,8,CAMIONETA HONDA ELEMENT 2013,1,46284,46284,3
1808,2024-06-13,128,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,42075,42075,1
1779,2024-06-14,147,2,4,AUTO HONDA CRV 2014,1,30558,30558,2
1815,2024-06-16,170,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,143,858,4
1816,2024-06-19,196,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,11,143,1573,3
1831,2024-06-19,189,2,41,AMORTIGUADORES POSTERIORES,2,115,230,3
1857,2024-06-19,93,1,43,BATERÍA DE 18 PLACAS,8,115,920,3
1860,2024-06-19,91,1,43,BATERÍA DE 18 PLACAS,1,115,115,4
1767,2024-06-20,83,1,2,AUTO HONDA CIVIC 2014,1,27255,27255,1
1859,2024-06-20,98,1,43,BATERÍA DE 18 PLACAS,16,115,1840,3
1858,2024-06-21,56,1,43,BATERÍA DE 18 PLACAS,8,115,920,2
1833,2024-06-24,7,2,41,AMORTIGUADORES POSTERIORES,8,115,920,1
1778,2024-06-25,119,1,4,AUTO HONDA CRV 2014,1,30558,30558,1
1797,2024-06-25,28,1,8,CAMIONETA HONDA ELEMENT 2013,1,46284,46284,1
1820,2024-06-25,132,1,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,143,143,2
1824,2024-06-25,28,2,40,AMORTIGUADORES DELANTEROS,19,260,4940,1
1761,2024-06-26,87,2,1,AUTO HONDA ACCORD 2014,1,20005,20005,2
1809,2024-06-26,175,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,42075,42075,1
1836,2024-06-26,198,2,41,AMORTIGUADORES POSTERIORES,19,115,2185,1
1826,2024-06-27,51,2,40,AMORTIGUADORES DELANTEROS,20,260,5200,4
1821,2024-06-28,39,1,39,FILTRO DE COMBUSTIBLE,8,133,1064,4
1862,2024-07-01,55,1,2,AUTO HONDA CIVIC 2014,1,29171,29171,4
1872,2024-07-01,165,1,4,AUTO HONDA CRV 2014,1,26882,26882,3
1910,2024-07-01,78,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,45272,45272,2
1953,2024-07-04,39,2,41,AMORTIGUADORES POSTERIORES,15,85,1275,4
1991,2024-07-04,132,1,43,BATERÍA DE 18 PLACAS,3,102,306,2
1873,2024-07-05,50,1,4,AUTO HONDA CRV 2014,1,26882,26882,4
1926,2024-07-05,17,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,10,113,1130,4
1992,2024-07-05,123,2,43,BATERÍA DE 18 PLACAS,5,102,510,2
1964,2024-07-07,128,2,41,AMORTIGUADORES POSTERIORES,2,85,170,1
1894,2024-07-08,38,1,8,CAMIONETA HONDA ELEMENT 2013,1,47872,47872,3
1940,2024-07-08,84,2,40,AMORTIGUADORES DELANTEROS,1,279,279,1
1951,2024-07-08,68,2,40,AMORTIGUADORES DELANTEROS,3,279,837,3
1989,2024-07-08,105,2,43,BATERÍA DE 18 PLACAS,6,102,612,4
1985,2024-07-09,170,2,43,BATERÍA DE 18 PLACAS,2,102,204,1
1884,2024-07-11,127,2,6,AUTO HONDA FIT 2016,1,26767,26767,2
1871,2024-07-12,66,2,4,AUTO HONDA CRV 2014,1,26882,26882,4
1885,2024-07-14,134,1,6,AUTO HONDA FIT 2016,1,26767,26767,4
1957,2024-07-14,82,2,41,AMORTIGUADORES POSTERIORES,11,85,935,2
1988,2024-07-14,18,1,43,BATERÍA DE 18 PLACAS,1,102,102,1
1870,2024-07-15,66,2,4,AUTO HONDA CRV 2014,1,26882,26882,3
1944,2024-07-15,49,2,40,AMORTIGUADORES DELANTEROS,9,279,2511,2
1906,2024-07-16,59,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,45272,45272,3
1954,2024-07-16,19,2,41,AMORTIGUADORES POSTERIORES,7,85,595,1
1961,2024-07-16,124,2,41,AMORTIGUADORES POSTERIORES,8,85,680,2
1902,2024-07-17,54,2,10,CAMIONETA HONDA CR-Z 2015,1,39540,39540,2
1956,2024-07-17,29,2,41,AMORTIGUADORES POSTERIORES,10,85,850,2
1868,2024-07-19,92,2,3,AUTO HONDA ODISSEY 2013,1,26696,26696,1
1990,2024-07-19,49,2,43,BATERÍA DE 18 PLACAS,4,102,408,2
1865,2024-07-21,198,1,2,AUTO HONDA CIVIC 2014,1,29171,29171,4
1963,2024-07-21,57,2,41,AMORTIGUADORES POSTERIORES,9,85,765,4
1987,2024-07-23,174,2,43,BATERÍA DE 18 PLACAS,17,102,1734,4
1932,2024-07-24,13,2,38,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,113,113,1
1892,2024-07-25,105,2,8,CAMIONETA HONDA ELEMENT 2013,1,47872,47872,3
1935,2024-07-25,136,2,40,AMORTIGUADORES DELANTEROS,19,279,5301,3
1943,2024-07-25,75,2,40,AMORTIGUADORES DELANTEROS,4,279,1116,4
1945,2024-07-25,197,2,40,AMORTIGUADORES DELANTEROS,9,279,2511,4
1897,2024-07-26,187,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,23373,23373,2
1950,2024-07-26,56,2,40,AMORTIGUADORES DELANTEROS,2,279,558,2
1960,2024-07-26,26,2,41,AMORTIGUADORES POSTERIORES,5,85,425,4
1867,2024-07-27,12,2,3,AUTO HONDA ODISSEY 2013,1,26696,26696,4
1899,2024-07-27,40,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,23373,23373,4
1863,2024-07-28,106,1,2,AUTO HONDA CIVIC 2014,1,29171,29171,2
1907,2024-07-28,92,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,45272,45272,1
2025,2024-08-01,165,1,6,AUTO HONDA FIT 2016,1,26722,26722,4
2038,2024-08-01,62,1,8,CAMIONETA HONDA ELEMENT 2013,1,41915,41915,4
2040,2024-08-02,16,2,8,CAMIONETA HONDA ELEMENT 2013,1,41915,41915,2
2044,2024-08-02,167,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,31846,31846,3
2070,2024-08-02,26,1,39,FILTRO DE COMBUSTIBLE,1,125,125,4
1999,2024-08-03,163,1,1,AUTO HONDA ACCORD 2014,1,36852,36852,2
2048,2024-08-03,185,2,10,CAMIONETA HONDA CR-Z 2015,1,37347,37347,3
2000,2024-08-04,173,1,2,AUTO HONDA CIVIC 2014,1,23469,23469,4
2013,2024-08-04,58,1,3,AUTO HONDA ODISSEY 2013,1,21122,21122,4
2042,2024-08-04,173,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,31846,31846,2
2090,2024-08-04,171,2,41,AMORTIGUADORES POSTERIORES,1,93,93,2
2122,2024-08-04,139,1,43,BATERÍA DE 18 PLACAS,7,137,959,2
2011,2024-08-05,121,1,3,AUTO HONDA ODISSEY 2013,1,21122,21122,3
2028,2024-08-05,31,1,6,AUTO HONDA FIT 2016,1,26722,26722,4
2030,2024-08-05,11,1,6,AUTO HONDA FIT 2016,1,26722,26722,2
2052,2024-08-05,62,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,25122,25122,1
2080,2024-08-05,146,2,40,AMORTIGUADORES DELANTEROS,16,267,4272,2
2121,2024-08-05,153,1,43,BATERÍA DE 18 PLACAS,3,137,411,2
2010,2024-08-06,79,2,3,AUTO HONDA ODISSEY 2013,1,21122,21122,3
2051,2024-08-06,95,1,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,25122,25122,1
2005,2024-08-07,183,1,2,AUTO HONDA CIVIC 2014,1,23469,23469,3
2068,2024-08-07,165,1,39,FILTRO DE COMBUSTIBLE,4,125,500,1
2114,2024-08-07,97,2,42,"LLANTAS 18""",3,73,219,3
2120,2024-08-07,180,1,43,BATERÍA DE 18 PLACAS,16,137,2192,4
2041,2024-08-08,57,1,8,CAMIONETA HONDA ELEMENT 2013,1,41915,41915,2
2047,2024-08-09,3,1,10,CAMIONETA HONDA CR-Z 2015,1,37347,37347,4
1997,2024-08-10,74,2,1,AUTO HONDA ACCORD 2014,1,36852,36852,1
2019,2024-08-10,95,1,5,AUTO HONDA PILOT 2013,1,31401,31401,1
2099,2024-08-10,91,2,42,"LLANTAS 18""",7,73,511,3
2100,2024-08-10,15,2,42,"LLANTAS 18""",10,73,730,1
2007,2024-08-11,12,2,3,AUTO HONDA ODISSEY 2013,1,21122,21122,4
1998,2024-08-12,164,2,1,AUTO HONDA ACCORD 2014,1,36852,36852,2
2079,2024-08-12,34,2,40,AMORTIGUADORES DELANTEROS,12,267,3204,2
2032,2024-08-13,156,1,7,AUTO HONDA CITY 2016,1,23620,23620,1
2094,2024-08-13,168,2,41,AMORTIGUADORES POSTERIORES,4,93,372,1
1994,2024-08-14,98,2,1,AUTO HONDA ACCORD 2014,1,36852,36852,3
2073,2024-08-14,34,2,39,FILTRO DE COMBUSTIBLE,1,125,125,3
2003,2024-08-15,70,1,2,AUTO HONDA CIVIC 2014,1,23469,23469,3
2020,2024-08-15,12,1,5,AUTO HONDA PILOT 2013,1,31401,31401,2
2027,2024-08-15,160,1,6,AUTO HONDA FIT 2016,1,26722,26722,1
2037,2024-08-15,160,1,7,AUTO HONDA CITY 2016,1,23620,23620,2
2039,2024-08-15,86,1,8,CAMIONETA HONDA ELEMENT 2013,1,41915,41915,4
2102,2024-08-16,92,2,42,"LLANTAS 18""",18,73,1314,1
2119,2024-08-16,107,1,43,BATERÍA DE 18 PLACAS,15,137,2055,2
2024,2024-08-17,140,1,6,AUTO HONDA FIT 2016,1,26722,26722,1
2050,2024-08-17,140,2,10,CAMIONETA HONDA CR-Z 2015,1,37347,37347,3
2072,2024-08-17,47,1,39,FILTRO DE COMBUSTIBLE,1,125,125,3
2108,2024-08-17,183,2,42,"LLANTAS 18""",13,73,949,2
2031,2024-08-18,198,1,6,AUTO HONDA FIT 2016,1,26722,26722,3
2045,2024-08-18,172,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,31846,31846,4
2083,2024-08-18,119,2,40,AMORTIGUADORES DELANTEROS,2,267,534,1
1995,2024-08-19,147,2,1,AUTO HONDA ACCORD 2014,1,36852,36852,4
2012,2024-08-19,111,1,3,AUTO HONDA ODISSEY 2013,1,21122,21122,3
2015,2024-08-19,146,1,4,AUTO HONDA CRV 2014,1,29024,29024,1
2054,2024-08-19,8,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,25122,25122,3
2116,2024-08-19,31,1,43,BATERÍA DE 18 PLACAS,8,137,1096,1
2074,2024-08-20,46,2,40,AMORTIGUADORES DELANTEROS,7,267,1869,1
2071,2024-08-21,70,1,39,FILTRO DE COMBUSTIBLE,4,125,500,3
2016,2024-08-22,31,2,4,AUTO HONDA CRV 2014,1,29024,29024,1
2103,2024-08-22,140,2,42,"LLANTAS 18""",1,73,73,1
2118,2024-08-22,36,2,43,BATERÍA DE 18 PLACAS,1,137,137,2
2107,2024-08-23,140,2,42,"LLANTAS 18""",4,73,292,4
2046,2024-08-24,109,1,10,CAMIONETA HONDA CR-Z 2015,1,37347,37347,3
2055,2024-08-24,112,2,11,CAMIONETA HONDA RID LINE PICK UP 2014,1,25122,25122,2
2081,2024-08-24,6,1,40,AMORTIGUADORES DELANTEROS,6,267,1602,3
2115,2024-08-24,15,2,42,"LLANTAS 18""",1,73,73,3
2018,2024-08-25,175,1,5,AUTO HONDA PILOT 2013,1,31401,31401,1
2105,2024-08-25,96,1,42,"LLANTAS 18""",19,73,1387,4
2124,2024-08-25,187,1,43,BATERÍA DE 18 PLACAS,1,137,137,1
1993,2024-08-26,113,1,1,AUTO HONDA ACCORD 2014,1,36852,36852,1
2008,2024-08-26,99,1,3,AUTO HONDA ODISSEY 2013,1,21122,21122,3
2009,2024-08-26,12,2,3,AUTO HONDA ODISSEY 2013,1,21122,21122,3
2014,2024-08-26,142,1,3,AUTO HONDA ODISSEY 2013,1,21122,21122,4
2034,2024-08-26,142,1,7,AUTO HONDA CITY 2016,1,23620,23620,4
2101,2024-08-26,55,2,42,"LLANTAS 18""",11,73,803,4
2106,2024-08-27,123,1,42,"LLANTAS 18""",2,73,146,2
2035,2024-08-28,189,1,7,AUTO HONDA CITY 2016,1,23620,23620,1
2177,2024-09-01,59,1,39,FILTRO DE COMBUSTIBLE,1,103,103,4
2202,2024-09-01,170,2,42,"LLANTAS 18""",12,87,1044,1
2210,2024-09-01,39,1,42,"LLANTAS 18""",15,87,1305,4
2183,2024-09-02,160,1,40,AMORTIGUADORES DELANTEROS,1,281,281,4
2187,2024-09-03,1,2,40,AMORTIGUADORES DELANTEROS,1,281,281,1
2197,2024-09-03,190,2,42,"LLANTAS 18""",17,87,1479,1
2203,2024-09-03,9,1,42,"LLANTAS 18""",9,87,783,3
2136,2024-09-04,9,1,4,AUTO HONDA CRV 2014,1,31407,31407,3
2222,2024-09-04,142,1,43,BATERÍA DE 18 PLACAS,1,122,122,4
2143,2024-09-05,135,1,5,AUTO HONDA PILOT 2013,1,20039,20039,4
2207,2024-09-05,143,2,42,"LLANTAS 18""",4,87,348,4
2142,2024-09-06,148,2,4,AUTO HONDA CRV 2014,1,31407,31407,2
2180,2024-09-06,7,1,40,AMORTIGUADORES DELANTEROS,20,281,5620,3
2178,2024-09-08,25,2,40,AMORTIGUADORES DELANTEROS,20,281,5620,4
2220,2024-09-08,190,1,43,BATERÍA DE 18 PLACAS,4,122,488,3
2127,2024-09-09,124,1,1,AUTO HONDA ACCORD 2014,1,25745,25745,2
2139,2024-09-09,163,2,4,AUTO HONDA CRV 2014,1,31407,31407,4
2219,2024-09-10,139,2,43,BATERÍA DE 18 PLACAS,2,122,244,2
2162,2024-09-11,116,1,10,CAMIONETA HONDA CR-Z 2015,1,43318,43318,1
2206,2024-09-11,70,2,42,"LLANTAS 18""",14,87,1218,2
2128,2024-09-12,200,1,1,AUTO HONDA ACCORD 2014,1,25745,25745,3
2218,2024-09-12,114,1,43,BATERÍA DE 18 PLACAS,4,122,488,1
2141,2024-09-13,156,2,4,AUTO HONDA CRV 2014,1,31407,31407,1
2155,2024-09-13,27,1,7,AUTO HONDA CITY 2016,1,25016,25016,1
2157,2024-09-13,70,2,8,CAMIONETA HONDA ELEMENT 2013,1,32757,32757,3
2221,2024-09-13,191,2,43,BATERÍA DE 18 PLACAS,1,122,122,2
2135,2024-09-14,3,2,4,AUTO HONDA CRV 2014,1,31407,31407,3
2153,2024-09-14,21,1,7,AUTO HONDA CITY 2016,1,25016,25016,4
2195,2024-09-14,21,2,41,AMORTIGUADORES POSTERIORES,1,119,119,2
2161,2024-09-15,72,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,25064,25064,2
2211,2024-09-15,144,2,42,"LLANTAS 18""",3,87,261,3
2156,2024-09-16,123,1,8,CAMIONETA HONDA ELEMENT 2013,1,32757,32757,3
2200,2024-09-16,90,2,42,"LLANTAS 18""",7,87,609,1
2212,2024-09-16,191,2,42,"LLANTAS 18""",1,87,87,2
2130,2024-09-17,172,1,2,AUTO HONDA CIVIC 2014,1,21014,21014,4
2140,2024-09-17,111,2,4,AUTO HONDA CRV 2014,1,31407,31407,4
2147,2024-09-17,196,1,5,AUTO HONDA PILOT 2013,1,20039,20039,3
2201,2024-09-17,77,2,42,"LLANTAS 18""",2,87,174,1
2182,2024-09-18,50,2,40,AMORTIGUADORES DELANTEROS,15,281,4215,1
2185,2024-09-18,88,1,40,AMORTIGUADORES DELANTEROS,3,281,843,3
2181,2024-09-19,71,2,40,AMORTIGUADORES DELANTEROS,5,281,1405,3
2137,2024-09-20,45,2,4,AUTO HONDA CRV 2014,1,31407,31407,1
2158,2024-09-20,40,1,8,CAMIONETA HONDA ELEMENT 2013,1,32757,32757,2
2186,2024-09-21,151,1,40,AMORTIGUADORES DELANTEROS,2,281,562,1
2198,2024-09-21,55,2,42,"LLANTAS 18""",2,87,174,1
2132,2024-09-22,35,1,3,AUTO HONDA ODISSEY 2013,1,25285,25285,1
2149,2024-09-22,181,1,6,AUTO HONDA FIT 2016,1,19366,19366,2
2209,2024-09-22,163,2,42,"LLANTAS 18""",9,87,783,1
2213,2024-09-22,198,2,43,BATERÍA DE 18 PLACAS,19,122,2318,2
2215,2024-09-22,91,2,43,BATERÍA DE 18 PLACAS,17,122,2074,2
2216,2024-09-22,77,2,43,BATERÍA DE 18 PLACAS,6,122,732,2
2138,2024-09-25,192,2,4,AUTO HONDA CRV 2014,1,31407,31407,1
2179,2024-09-25,75,2,40,AMORTIGUADORES DELANTEROS,5,281,1405,4
2205,2024-09-25,179,1,42,"LLANTAS 18""",3,87,261,2
2146,2024-09-26,112,1,5,AUTO HONDA PILOT 2013,1,20039,20039,3
2148,2024-09-27,6,1,5,AUTO HONDA PILOT 2013,1,20039,20039,3
2184,2024-09-27,71,2,40,AMORTIGUADORES DELANTEROS,3,281,843,4
2240,2024-10-01,19,1,5,AUTO HONDA PILOT 2013,1,31597,31597,1
2281,2024-10-01,93,2,40,AMORTIGUADORES DELANTEROS,20,263,5260,3
2312,2024-10-01,45,2,42,"LLANTAS 18""",13,73,949,2
2323,2024-10-01,59,2,43,BATERÍA DE 18 PLACAS,8,108,864,1
2251,2024-10-02,94,1,8,CAMIONETA HONDA ELEMENT 2013,1,32544,32544,1
2282,2024-10-02,64,1,40,AMORTIGUADORES DELANTEROS,1,263,263,4
2308,2024-10-02,113,2,42,"LLANTAS 18""",13,73,949,3
2275,2024-10-03,198,2,40,AMORTIGUADORES DELANTEROS,1,263,263,1
2238,2024-10-04,139,2,4,AUTO HONDA CRV 2014,1,18025,18025,4
2283,2024-10-04,171,2,40,AMORTIGUADORES DELANTEROS,16,263,4208,2
2311,2024-10-04,119,2,42,"LLANTAS 18""",1,73,73,3
2236,2024-10-05,148,1,4,AUTO HONDA CRV 2014,1,18025,18025,3
2232,2024-10-06,110,1,3,AUTO HONDA ODISSEY 2013,1,20228,20228,3
2280,2024-10-06,139,1,40,AMORTIGUADORES DELANTEROS,13,263,3419,3
2231,2024-10-07,182,1,3,AUTO HONDA ODISSEY 2013,1,20228,20228,3
2250,2024-10-09,80,1,7,AUTO HONDA CITY 2016,1,27919,27919,3
2273,2024-10-09,63,1,39,FILTRO DE COMBUSTIBLE,1,125,125,2
2284,2024-10-09,70,1,40,AMORTIGUADORES DELANTEROS,9,263,2367,2
2256,2024-10-10,54,2,9,CAMIONETA HONDA CROSSTOUR 2013,1,30927,30927,2
2239,2024-10-13,73,1,4,AUTO HONDA CRV 2014,1,18025,18025,1
2314,2024-10-13,78,2,42,"LLANTAS 18""",9,73,657,1
2277,2024-10-14,192,2,40,AMORTIGUADORES DELANTEROS,10,263,2630,3
2320,2024-10-14,135,2,43,BATERÍA DE 18 PLACAS,14,108,1512,2
2228,2024-10-15,119,1,2,AUTO HONDA CIVIC 2014,1,20343,20343,4
2285,2024-10-15,67,2,40,AMORTIGUADORES DELANTEROS,1,263,263,2
2287,2024-10-15,74,1,40,AMORTIGUADORES DELANTEROS,4,263,1052,4
2321,2024-10-15,133,1,43,BATERÍA DE 18 PLACAS,13,108,1404,2
2234,2024-10-17,184,2,4,AUTO HONDA CRV 2014,1,18025,18025,3
2318,2024-10-17,13,2,42,"LLANTAS 18""",1,73,73,1
2242,2024-10-18,124,1,5,AUTO HONDA PILOT 2013,1,31597,31597,3
2237,2024-10-20,1,1,4,AUTO HONDA CRV 2014,1,18025,18025,4
2229,2024-10-21,35,1,3,AUTO HONDA ODISSEY 2013,1,20228,20228,3
2257,2024-10-22,128,1,9,CAMIONETA HONDA CROSSTOUR 2013,1,30927,30927,4
2276,2024-10-22,54,2,40,AMORTIGUADORES DELANTEROS,4,263,1052,4
