id_venta,Fecha,Cliente,Almacen,Producto,Cantidad_Vendida,Precio_Venta,Monto_Venta,Vendedor,TIPO_PRODUCTO
2134,2024-06-24,Cliente 11,LA MOLINA,AMORTIGUADORES POSTERIORES,2,76.3,152.6,Vendedor 2,REPUESTOS
2135,2024-06-25,Cliente 25,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,157.7,315.4,Vendedor 4,REPUESTOS
2136,2024-06-25,Cliente 46,LA MOLINA,AMORTIGUADORES POSTERIORES,2,76.3,152.6,Vendedor 8,REPUESTOS
2137,2024-06-26,Cliente 18,SURCO,AMORTIGUADORES POSTERIORES,2,76.3,152.6,Vendedor 4,REPUESTOS
2138,2024-06-27,Cliente 37,SURCO,AMORTIGUADORES POSTERIORES,1,76.3,76.3,Vendedor 8,REPUESTOS
2139,2024-07-01,Cliente 43,LA MOLINA,AUTO HONDA ACCORD 2014,1,22000.0,22000.0,Vendedor 2,AUTOS
2140,2024-07-01,Cliente 32,SURCO,AUTO HONDA CIVIC 2014,1,26000.0,26000.0,Vendedor 7,AUTOS
2141,2024-07-01,Cliente 24,SURCO,AUTO HONDA ODISSEY 2013,1,23000.0,23000.0,Vendedor 2,AUTOS
2142,2024-07-01,Cliente 33,SURCO,AUTO HONDA PILOT 2013,1,28500.0,28500.0,Vendedor 6,AUTOS
2143,2024-07-01,Cliente 29,SURCO,AUTO HONDA FIT 2016,1,33000.0,33000.0,Vendedor 3,AUTOS
2144,2024-07-02,Cliente 41,SURCO,AUTO HONDA ACCORD 2014,1,22000.0,22000.0,Vendedor 8,AUTOS
2145,2024-07-02,Cliente 22,LA MOLINA,AUTO HONDA CIVIC 2014,1,26000.0,26000.0,Vendedor 7,AUTOS
2146,2024-07-02,Cliente 26,SURCO,AUTO HONDA ODISSEY 2013,1,23000.0,23000.0,Vendedor 1,AUTOS
2147,2024-07-02,Cliente 17,SURCO,AUTO HONDA PILOT 2013,1,28500.0,28500.0,Vendedor 2,AUTOS
2148,2024-07-02,Cliente 21,SURCO,AUTO HONDA FIT 2016,1,33000.0,33000.0,Vendedor 8,AUTOS
2149,2024-07-03,Cliente 9,LA MOLINA,AUTO HONDA CIVIC 2014,1,26000.0,26000.0,Vendedor 8,AUTOS
2150,2024-07-03,Cliente 11,LA MOLINA,AUTO HONDA ODISSEY 2013,1,23000.0,23000.0,Vendedor 3,AUTOS
2151,2024-07-03,Cliente 12,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,90.1,90.1,Vendedor 5,REPUESTOS
2152,2024-07-03,Cliente 35,SURCO,FILTRO DE COMBUSTIBLE,1,107.5,107.5,Vendedor 7,REPUESTOS
2153,2024-07-03,Cliente 43,SURCO,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 1,REPUESTOS
2154,2024-07-03,Cliente 10,LA MOLINA,AMORTIGUADORES POSTERIORES,3,127.8,383.4,Vendedor 8,REPUESTOS
2155,2024-07-03,Cliente 14,SURCO,"LLANTAS 18""",3,61.5,184.5,Vendedor 1,REPUESTOS
2156,2024-07-03,Cliente 45,LA MOLINA,BATERÍA DE 18 PLACAS,1,117.3,117.3,Vendedor 1,REPUESTOS
2157,2024-07-04,Cliente 25,SURCO,AUTO HONDA CIVIC 2014,1,26000.0,26000.0,Vendedor 5,AUTOS
2158,2024-07-04,Cliente 39,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,90.1,360.4,Vendedor 1,REPUESTOS
2159,2024-07-04,Cliente 50,LA MOLINA,FILTRO DE COMBUSTIBLE,1,107.5,107.5,Vendedor 7,REPUESTOS
2160,2024-07-04,Cliente 24,SURCO,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 4,REPUESTOS
2161,2024-07-04,Cliente 2,SURCO,AMORTIGUADORES POSTERIORES,1,127.8,127.8,Vendedor 7,REPUESTOS
2162,2024-07-04,Cliente 22,SURCO,"LLANTAS 18""",1,61.5,61.5,Vendedor 4,REPUESTOS
2163,2024-07-04,Cliente 7,SURCO,BATERÍA DE 18 PLACAS,1,117.3,117.3,Vendedor 3,REPUESTOS
2164,2024-07-05,Cliente 27,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,90.1,180.2,Vendedor 9,REPUESTOS
2165,2024-07-05,Cliente 21,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 9,REPUESTOS
2166,2024-07-05,Cliente 40,SURCO,AMORTIGUADORES POSTERIORES,3,127.8,383.4,Vendedor 4,REPUESTOS
2167,2024-07-05,Cliente 8,LA MOLINA,"LLANTAS 18""",4,61.5,246.0,Vendedor 4,REPUESTOS
2168,2024-07-05,Cliente 23,SURCO,BATERÍA DE 18 PLACAS,1,117.3,117.3,Vendedor 6,REPUESTOS
2169,2024-07-06,Cliente 26,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,90.1,180.2,Vendedor 6,REPUESTOS
2170,2024-07-06,Cliente 14,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 8,REPUESTOS
2171,2024-07-06,Cliente 43,SURCO,AMORTIGUADORES POSTERIORES,1,127.8,127.8,Vendedor 5,REPUESTOS
2172,2024-07-06,Cliente 5,SURCO,"LLANTAS 18""",3,61.5,184.5,Vendedor 4,REPUESTOS
2173,2024-07-06,Cliente 50,LA MOLINA,BATERÍA DE 18 PLACAS,2,117.3,234.6,Vendedor 10,REPUESTOS
2174,2024-07-07,Cliente 46,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,90.1,90.1,Vendedor 9,REPUESTOS
2175,2024-07-07,Cliente 7,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 10,REPUESTOS
2176,2024-07-07,Cliente 44,LA MOLINA,AMORTIGUADORES POSTERIORES,2,127.8,255.6,Vendedor 3,REPUESTOS
2177,2024-07-07,Cliente 41,SURCO,"LLANTAS 18""",3,61.5,184.5,Vendedor 6,REPUESTOS
2178,2024-07-07,Cliente 22,SURCO,BATERÍA DE 18 PLACAS,2,117.3,234.6,Vendedor 1,REPUESTOS
2179,2024-07-08,Cliente 33,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,90.1,360.4,Vendedor 4,REPUESTOS
2180,2024-07-08,Cliente 2,SURCO,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 10,REPUESTOS
2181,2024-07-08,Cliente 16,LA MOLINA,AMORTIGUADORES POSTERIORES,1,127.8,127.8,Vendedor 7,REPUESTOS
2182,2024-07-08,Cliente 4,LA MOLINA,"LLANTAS 18""",2,61.5,123.0,Vendedor 3,REPUESTOS
2183,2024-07-08,Cliente 19,LA MOLINA,BATERÍA DE 18 PLACAS,2,117.3,234.6,Vendedor 4,REPUESTOS
2184,2024-07-09,Cliente 14,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,90.1,180.2,Vendedor 1,REPUESTOS
2185,2024-07-09,Cliente 48,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 6,REPUESTOS
2186,2024-07-09,Cliente 21,LA MOLINA,AMORTIGUADORES POSTERIORES,1,127.8,127.8,Vendedor 1,REPUESTOS
2187,2024-07-09,Cliente 49,LA MOLINA,"LLANTAS 18""",4,61.5,246.0,Vendedor 1,REPUESTOS
2188,2024-07-09,Cliente 22,SURCO,BATERÍA DE 18 PLACAS,1,117.3,117.3,Vendedor 4,REPUESTOS
2189,2024-07-10,Cliente 35,SURCO,AUTO HONDA PILOT 2013,1,28500.0,28500.0,Vendedor 1,AUTOS
2190,2024-07-10,Cliente 44,SURCO,AUTO HONDA FIT 2016,1,33000.0,33000.0,Vendedor 4,AUTOS
2191,2024-07-10,Cliente 34,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 6,AUTOS
2192,2024-07-10,Cliente 41,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,90.1,180.2,Vendedor 1,REPUESTOS
2193,2024-07-10,Cliente 5,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 4,REPUESTOS
2194,2024-07-10,Cliente 14,SURCO,AMORTIGUADORES POSTERIORES,1,127.8,127.8,Vendedor 3,REPUESTOS
2195,2024-07-11,Cliente 16,SURCO,AUTO HONDA PILOT 2013,1,28500.0,28500.0,Vendedor 9,AUTOS
2196,2024-07-11,Cliente 28,SURCO,AUTO HONDA FIT 2016,1,33000.0,33000.0,Vendedor 8,AUTOS
2197,2024-07-11,Cliente 11,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 4,AUTOS
2198,2024-07-11,Cliente 12,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,90.1,180.2,Vendedor 10,REPUESTOS
2199,2024-07-11,Cliente 19,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 10,REPUESTOS
2200,2024-07-11,Cliente 18,SURCO,AMORTIGUADORES POSTERIORES,2,127.8,255.6,Vendedor 8,REPUESTOS
2201,2024-07-12,Cliente 25,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 3,AUTOS
2202,2024-07-12,Cliente 33,LA MOLINA,AMORTIGUADORES DELANTEROS,2,341.7,683.4,Vendedor 10,REPUESTOS
2203,2024-07-12,Cliente 49,LA MOLINA,AMORTIGUADORES POSTERIORES,3,127.8,383.4,Vendedor 3,REPUESTOS
2204,2024-07-13,Cliente 28,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 2,AUTOS
2205,2024-07-13,Cliente 36,SURCO,AMORTIGUADORES DELANTEROS,3,341.7,1025.1,Vendedor 3,REPUESTOS
2206,2024-07-13,Cliente 30,SURCO,AMORTIGUADORES POSTERIORES,2,127.8,255.6,Vendedor 5,REPUESTOS
2207,2024-07-14,Cliente 36,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 10,AUTOS
2208,2024-07-14,Cliente 9,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 8,REPUESTOS
2209,2024-07-15,Cliente 32,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 7,REPUESTOS
2210,2024-07-16,Cliente 20,SURCO,AMORTIGUADORES DELANTEROS,2,341.7,683.4,Vendedor 10,REPUESTOS
2211,2024-07-17,Cliente 37,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,90.1,90.1,Vendedor 3,REPUESTOS
2212,2024-07-17,Cliente 49,SURCO,FILTRO DE COMBUSTIBLE,1,107.5,107.5,Vendedor 7,REPUESTOS
2213,2024-07-17,Cliente 33,LA MOLINA,AMORTIGUADORES DELANTEROS,2,341.7,683.4,Vendedor 8,REPUESTOS
2214,2024-07-17,Cliente 42,SURCO,AMORTIGUADORES POSTERIORES,3,127.8,383.4,Vendedor 7,REPUESTOS
2215,2024-07-17,Cliente 16,SURCO,"LLANTAS 18""",4,61.5,246.0,Vendedor 8,REPUESTOS
2216,2024-07-17,Cliente 41,LA MOLINA,BATERÍA DE 18 PLACAS,1,117.3,117.3,Vendedor 1,REPUESTOS
2217,2024-07-18,Cliente 17,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,6,90.1,540.6,Vendedor 10,REPUESTOS
2218,2024-07-18,Cliente 44,LA MOLINA,FILTRO DE COMBUSTIBLE,1,107.5,107.5,Vendedor 3,REPUESTOS
2219,2024-07-18,Cliente 39,SURCO,AMORTIGUADORES DELANTEROS,3,341.7,1025.1,Vendedor 10,REPUESTOS
2220,2024-07-18,Cliente 8,SURCO,AMORTIGUADORES POSTERIORES,2,127.8,255.6,Vendedor 2,REPUESTOS
2221,2024-07-18,Cliente 26,LA MOLINA,"LLANTAS 18""",6,61.5,369.0,Vendedor 10,REPUESTOS
2222,2024-07-18,Cliente 28,SURCO,BATERÍA DE 18 PLACAS,1,117.3,117.3,Vendedor 3,REPUESTOS
2223,2024-07-19,Cliente 45,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,90.1,360.4,Vendedor 5,REPUESTOS
2224,2024-07-19,Cliente 47,LA MOLINA,AMORTIGUADORES DELANTEROS,4,341.7,1366.8,Vendedor 7,REPUESTOS
2225,2024-07-19,Cliente 41,SURCO,AMORTIGUADORES POSTERIORES,1,127.8,127.8,Vendedor 10,REPUESTOS
2226,2024-07-19,Cliente 10,LA MOLINA,"LLANTAS 18""",4,61.5,246.0,Vendedor 5,REPUESTOS
2227,2024-07-19,Cliente 45,LA MOLINA,BATERÍA DE 18 PLACAS,2,117.3,234.6,Vendedor 5,REPUESTOS
2228,2024-07-20,Cliente 32,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,90.1,90.1,Vendedor 1,REPUESTOS
2229,2024-07-20,Cliente 50,SURCO,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 7,REPUESTOS
2230,2024-07-20,Cliente 42,LA MOLINA,AMORTIGUADORES POSTERIORES,5,127.8,639.0,Vendedor 5,REPUESTOS
2231,2024-07-20,Cliente 11,SURCO,"LLANTAS 18""",6,61.5,369.0,Vendedor 3,REPUESTOS
2232,2024-07-20,Cliente 46,SURCO,BATERÍA DE 18 PLACAS,3,117.3,351.9,Vendedor 3,REPUESTOS
2233,2024-07-21,Cliente 12,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,90.1,180.2,Vendedor 9,REPUESTOS
2234,2024-07-21,Cliente 37,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 4,REPUESTOS
2235,2024-07-21,Cliente 4,SURCO,AMORTIGUADORES POSTERIORES,2,127.8,255.6,Vendedor 3,REPUESTOS
2236,2024-07-21,Cliente 27,LA MOLINA,BATERÍA DE 18 PLACAS,2,117.3,234.6,Vendedor 8,REPUESTOS
2237,2024-07-22,Cliente 6,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,90.1,180.2,Vendedor 5,REPUESTOS
2238,2024-07-22,Cliente 8,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 5,REPUESTOS
2239,2024-07-22,Cliente 2,LA MOLINA,AMORTIGUADORES POSTERIORES,1,127.8,127.8,Vendedor 10,REPUESTOS
2240,2024-07-22,Cliente 44,SURCO,BATERÍA DE 18 PLACAS,1,117.3,117.3,Vendedor 2,REPUESTOS
2241,2024-07-23,Cliente 18,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,90.1,90.1,Vendedor 1,REPUESTOS
2242,2024-07-23,Cliente 7,SURCO,AMORTIGUADORES DELANTEROS,4,341.7,1366.8,Vendedor 4,REPUESTOS
2243,2024-07-23,Cliente 25,SURCO,AMORTIGUADORES POSTERIORES,2,127.8,255.6,Vendedor 10,REPUESTOS
2244,2024-07-24,Cliente 49,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,90.1,270.3,Vendedor 6,REPUESTOS
2245,2024-07-24,Cliente 22,LA MOLINA,AMORTIGUADORES DELANTEROS,1,341.7,341.7,Vendedor 6,REPUESTOS
2246,2024-07-24,Cliente 21,LA MOLINA,AMORTIGUADORES POSTERIORES,4,127.8,511.2,Vendedor 4,REPUESTOS
2247,2024-08-01,Cliente 19,LA MOLINA,AUTO HONDA ACCORD 2014,1,20500.0,20500.0,Vendedor 10,AUTOS
2248,2024-08-01,Cliente 46,SURCO,AUTO HONDA CIVIC 2014,1,25500.0,25500.0,Vendedor 3,AUTOS
2249,2024-08-01,Cliente 9,SURCO,AUTO HONDA ODISSEY 2013,1,19500.0,19500.0,Vendedor 8,AUTOS
2250,2024-08-01,Cliente 20,SURCO,AUTO HONDA CRV 2014,1,28000.0,28000.0,Vendedor 9,AUTOS
2251,2024-08-01,Cliente 11,SURCO,AUTO HONDA FIT 2016,1,28000.0,28000.0,Vendedor 8,AUTOS
2252,2024-08-02,Cliente 11,SURCO,AUTO HONDA ACCORD 2014,1,20500.0,20500.0,Vendedor 2,AUTOS
2253,2024-08-02,Cliente 28,SURCO,AUTO HONDA CIVIC 2014,1,25500.0,25500.0,Vendedor 1,AUTOS
2254,2024-08-02,Cliente 21,SURCO,AUTO HONDA ODISSEY 2013,1,19500.0,19500.0,Vendedor 7,AUTOS
2255,2024-08-02,Cliente 15,LA MOLINA,AUTO HONDA CRV 2014,1,28000.0,28000.0,Vendedor 5,AUTOS
2256,2024-08-03,Cliente 6,LA MOLINA,AUTO HONDA ACCORD 2014,1,20500.0,20500.0,Vendedor 6,AUTOS
2257,2024-08-03,Cliente 37,SURCO,AUTO HONDA ODISSEY 2013,1,19500.0,19500.0,Vendedor 10,AUTOS
2258,2024-08-03,Cliente 25,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,109.2,109.2,Vendedor 7,REPUESTOS
2259,2024-08-03,Cliente 15,LA MOLINA,FILTRO DE COMBUSTIBLE,1,127.7,127.7,Vendedor 4,REPUESTOS
2260,2024-08-03,Cliente 19,SURCO,AMORTIGUADORES DELANTEROS,2,261.5,523.0,Vendedor 2,REPUESTOS
2261,2024-08-03,Cliente 22,SURCO,AMORTIGUADORES POSTERIORES,1,82.0,82.0,Vendedor 10,REPUESTOS
2262,2024-08-03,Cliente 37,SURCO,"LLANTAS 18""",1,79.0,79.0,Vendedor 6,REPUESTOS
2263,2024-08-03,Cliente 21,SURCO,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 7,REPUESTOS
2264,2024-08-04,Cliente 20,LA MOLINA,AUTO HONDA ODISSEY 2013,1,19500.0,19500.0,Vendedor 1,AUTOS
2265,2024-08-04,Cliente 25,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,109.2,327.6,Vendedor 7,REPUESTOS
2266,2024-08-04,Cliente 50,SURCO,FILTRO DE COMBUSTIBLE,1,127.7,127.7,Vendedor 6,REPUESTOS
2267,2024-08-04,Cliente 34,SURCO,AMORTIGUADORES DELANTEROS,3,261.5,784.5,Vendedor 10,REPUESTOS
2268,2024-08-04,Cliente 26,SURCO,AMORTIGUADORES POSTERIORES,2,82.0,164.0,Vendedor 1,REPUESTOS
2269,2024-08-04,Cliente 10,LA MOLINA,"LLANTAS 18""",2,79.0,158.0,Vendedor 5,REPUESTOS
2270,2024-08-04,Cliente 32,SURCO,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 8,REPUESTOS
2271,2024-08-05,Cliente 10,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,109.2,109.2,Vendedor 1,REPUESTOS
2272,2024-08-05,Cliente 20,LA MOLINA,AMORTIGUADORES DELANTEROS,3,261.5,784.5,Vendedor 9,REPUESTOS
2273,2024-08-05,Cliente 46,LA MOLINA,AMORTIGUADORES POSTERIORES,1,82.0,82.0,Vendedor 10,REPUESTOS
2274,2024-08-05,Cliente 32,SURCO,"LLANTAS 18""",2,79.0,158.0,Vendedor 5,REPUESTOS
2275,2024-08-05,Cliente 4,LA MOLINA,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 6,REPUESTOS
2276,2024-08-06,Cliente 47,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,109.2,109.2,Vendedor 4,REPUESTOS
2277,2024-08-06,Cliente 50,SURCO,AMORTIGUADORES DELANTEROS,3,261.5,784.5,Vendedor 3,REPUESTOS
2278,2024-08-06,Cliente 20,LA MOLINA,AMORTIGUADORES POSTERIORES,4,82.0,328.0,Vendedor 3,REPUESTOS
2279,2024-08-06,Cliente 22,LA MOLINA,"LLANTAS 18""",1,79.0,79.0,Vendedor 7,REPUESTOS
2280,2024-08-06,Cliente 23,LA MOLINA,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 7,REPUESTOS
2281,2024-08-07,Cliente 34,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,109.2,218.4,Vendedor 5,REPUESTOS
2282,2024-08-07,Cliente 45,SURCO,AMORTIGUADORES DELANTEROS,2,261.5,523.0,Vendedor 9,REPUESTOS
2283,2024-08-07,Cliente 9,SURCO,AMORTIGUADORES POSTERIORES,4,82.0,328.0,Vendedor 6,REPUESTOS
2284,2024-08-07,Cliente 46,SURCO,"LLANTAS 18""",3,79.0,237.0,Vendedor 5,REPUESTOS
2285,2024-08-07,Cliente 42,LA MOLINA,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 3,REPUESTOS
2286,2024-08-08,Cliente 29,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,109.2,327.6,Vendedor 8,REPUESTOS
2287,2024-08-08,Cliente 14,LA MOLINA,AMORTIGUADORES DELANTEROS,2,261.5,523.0,Vendedor 4,REPUESTOS
2288,2024-08-08,Cliente 24,SURCO,AMORTIGUADORES POSTERIORES,2,82.0,164.0,Vendedor 10,REPUESTOS
2289,2024-08-08,Cliente 25,SURCO,"LLANTAS 18""",1,79.0,79.0,Vendedor 7,REPUESTOS
2290,2024-08-08,Cliente 4,SURCO,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 2,REPUESTOS
2291,2024-08-09,Cliente 31,SURCO,AUTO HONDA FIT 2016,1,28000.0,28000.0,Vendedor 3,AUTOS
2292,2024-08-09,Cliente 8,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 9,AUTOS
2293,2024-08-09,Cliente 38,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,109.2,327.6,Vendedor 7,REPUESTOS
2294,2024-08-09,Cliente 16,LA MOLINA,AMORTIGUADORES DELANTEROS,1,261.5,261.5,Vendedor 1,REPUESTOS
2295,2024-08-09,Cliente 26,SURCO,AMORTIGUADORES POSTERIORES,1,82.0,82.0,Vendedor 8,REPUESTOS
2296,2024-08-09,Cliente 42,SURCO,"LLANTAS 18""",2,79.0,158.0,Vendedor 7,REPUESTOS
2297,2024-08-09,Cliente 50,SURCO,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 8,REPUESTOS
2298,2024-08-10,Cliente 18,SURCO,AUTO HONDA FIT 2016,1,28000.0,28000.0,Vendedor 8,AUTOS
2299,2024-08-10,Cliente 1,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 2,AUTOS
2300,2024-08-10,Cliente 8,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,109.2,109.2,Vendedor 8,REPUESTOS
2301,2024-08-10,Cliente 2,LA MOLINA,AMORTIGUADORES DELANTEROS,3,261.5,784.5,Vendedor 10,REPUESTOS
2302,2024-08-10,Cliente 18,LA MOLINA,AMORTIGUADORES POSTERIORES,5,82.0,410.0,Vendedor 2,REPUESTOS
2303,2024-08-10,Cliente 25,SURCO,"LLANTAS 18""",1,79.0,79.0,Vendedor 8,REPUESTOS
2304,2024-08-10,Cliente 20,LA MOLINA,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 10,REPUESTOS
2305,2024-08-11,Cliente 7,SURCO,AUTO HONDA FIT 2016,1,28000.0,28000.0,Vendedor 6,AUTOS
2306,2024-08-11,Cliente 46,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 9,AUTOS
2307,2024-08-11,Cliente 45,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,109.2,218.4,Vendedor 1,REPUESTOS
2308,2024-08-11,Cliente 5,LA MOLINA,AMORTIGUADORES DELANTEROS,1,261.5,261.5,Vendedor 9,REPUESTOS
2309,2024-08-11,Cliente 49,LA MOLINA,"LLANTAS 18""",3,79.0,237.0,Vendedor 4,REPUESTOS
2310,2024-08-11,Cliente 12,SURCO,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 10,REPUESTOS
2311,2024-08-12,Cliente 1,SURCO,AUTO HONDA FIT 2016,1,28000.0,28000.0,Vendedor 9,AUTOS
2312,2024-08-12,Cliente 21,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 2,AUTOS
2313,2024-08-12,Cliente 37,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,109.2,109.2,Vendedor 4,REPUESTOS
2314,2024-08-12,Cliente 49,LA MOLINA,"LLANTAS 18""",1,79.0,79.0,Vendedor 1,REPUESTOS
2315,2024-08-12,Cliente 8,LA MOLINA,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 9,REPUESTOS
2316,2024-08-13,Cliente 24,SURCO,AUTO HONDA CITY 2016,1,23000.0,23000.0,Vendedor 9,AUTOS
2317,2024-08-13,Cliente 43,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,109.2,218.4,Vendedor 1,REPUESTOS
2318,2024-08-13,Cliente 43,LA MOLINA,"LLANTAS 18""",1,79.0,79.0,Vendedor 9,REPUESTOS
2319,2024-08-14,Cliente 34,LA MOLINA,"LLANTAS 18""",2,79.0,158.0,Vendedor 6,REPUESTOS
2320,2024-08-17,Cliente 39,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,109.2,218.4,Vendedor 9,REPUESTOS
2321,2024-08-17,Cliente 38,SURCO,FILTRO DE COMBUSTIBLE,1,127.7,127.7,Vendedor 6,REPUESTOS
2322,2024-08-17,Cliente 47,SURCO,AMORTIGUADORES DELANTEROS,3,261.5,784.5,Vendedor 10,REPUESTOS
2323,2024-08-17,Cliente 36,SURCO,AMORTIGUADORES POSTERIORES,4,82.0,328.0,Vendedor 5,REPUESTOS
2324,2024-08-17,Cliente 42,LA MOLINA,"LLANTAS 18""",3,79.0,237.0,Vendedor 3,REPUESTOS
2325,2024-08-17,Cliente 6,LA MOLINA,BATERÍA DE 18 PLACAS,2,107.8,215.6,Vendedor 5,REPUESTOS
2326,2024-08-18,Cliente 35,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,109.2,436.8,Vendedor 4,REPUESTOS
2327,2024-08-18,Cliente 41,LA MOLINA,FILTRO DE COMBUSTIBLE,1,127.7,127.7,Vendedor 5,REPUESTOS
2328,2024-08-18,Cliente 37,LA MOLINA,AMORTIGUADORES DELANTEROS,2,261.5,523.0,Vendedor 9,REPUESTOS
2329,2024-08-18,Cliente 27,SURCO,AMORTIGUADORES POSTERIORES,5,82.0,410.0,Vendedor 3,REPUESTOS
2330,2024-08-18,Cliente 25,LA MOLINA,"LLANTAS 18""",3,79.0,237.0,Vendedor 1,REPUESTOS
2331,2024-08-18,Cliente 18,SURCO,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 2,REPUESTOS
2332,2024-08-19,Cliente 44,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,109.2,436.8,Vendedor 9,REPUESTOS
2333,2024-08-19,Cliente 22,SURCO,AMORTIGUADORES DELANTEROS,4,261.5,1046.0,Vendedor 2,REPUESTOS
2334,2024-08-19,Cliente 50,LA MOLINA,AMORTIGUADORES POSTERIORES,6,82.0,492.0,Vendedor 5,REPUESTOS
2335,2024-08-19,Cliente 18,SURCO,"LLANTAS 18""",2,79.0,158.0,Vendedor 1,REPUESTOS
2336,2024-08-19,Cliente 15,LA MOLINA,BATERÍA DE 18 PLACAS,1,107.8,107.8,Vendedor 7,REPUESTOS
2337,2024-08-20,Cliente 12,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,109.2,109.2,Vendedor 9,REPUESTOS
2338,2024-08-20,Cliente 7,LA MOLINA,AMORTIGUADORES DELANTEROS,3,261.5,784.5,Vendedor 9,REPUESTOS
